item,id,query_type,question_property,lexicon,u,v,first,second,flipped,model,pred,parsed,relation,in_tok,out_tok
185,14435,ett,anticommonsense,PERMUTE,X,V3,health condition,freckles,True,gpt-4.1-mini,c,1,neither,97,3
185,14435,ett,anticommonsense,KEEP,X,Y,freckles,maternal smoking status,True,gpt-4.1-mini,c,1,neither,101,100
185,14435,ett,anticommonsense,PERMUTE,X,Y,maternal smoking status,freckles,True,gpt-4.1-mini,c,1,neither,101,3
186,20369,det-counterfactual,anticommonsense,KEEP,V2,V3,smoking,diabetes,False,gpt-4.1-mini,a,1,agrees,95,3
186,20369,det-counterfactual,anticommonsense,PERMUTE,V2,V3,diabetes,smoking,False,gpt-4.1-mini,b,1,reversed,95,3
186,20369,det-counterfactual,anticommonsense,KEEP,V2,Y,smoking,lifespan,False,gpt-4.1-mini,a,1,agrees,96,3
186,20369,det-counterfactual,anticommonsense,PERMUTE,V2,Y,diabetes,ability to speak english,False,gpt-4.1-mini,c,1,neither,103,3
186,20369,det-counterfactual,anticommonsense,KEEP,V3,Y,lifespan,diabetes,True,gpt-4.1-mini,b,1,agrees,96,53
186,20369,det-counterfactual,anticommonsense,PERMUTE,V3,Y,ability to speak english,smoking,True,gpt-4.1-mini,c,1,neither,103,3
186,20369,det-counterfactual,anticommonsense,KEEP,X,V3,ability to speak english,diabetes,False,gpt-4.1-mini,c,1,neither,103,3
186,20369,det-counterfactual,anticommonsense,PERMUTE,X,V3,lifespan,smoking,False,gpt-4.1-mini,b,1,reversed,96,3
186,20369,det-counterfactual,anticommonsense,KEEP,X,Y,ability to speak english,lifespan,False,gpt-4.1-mini,c,1,neither,104,3
186,20369,det-counterfactual,anticommonsense,PERMUTE,X,Y,lifespan,ability to speak english,False,gpt-4.1-mini,c,1,neither,104,3
187,3147,nie,easy,KEEP,V2,V3,smoking,diabetes,False,gpt-4.1-mini,a,1,agrees,95,3
187,3147,nie,easy,PERMUTE,V2,V3,lifespan,smoking,False,gpt-4.1-mini,b,1,reversed,96,3
187,3147,nie,easy,KEEP,V2,Y,lifespan,smoking,True,gpt-4.1-mini,b,1,agrees,96,3
187,3147,nie,easy,PERMUTE,V2,Y,obesity,lifespan,True,gpt-4.1-mini,a,1,reversed,96,3
187,3147,nie,easy,KEEP,V3,Y,lifespan,diabetes,True,gpt-4.1-mini,b,1,agrees,96,53
187,3147,nie,easy,PERMUTE,V3,Y,obesity,smoking,True,gpt-4.1-mini,c,1,neither,95,3
187,3147,nie,easy,KEEP,X,V3,diabetes,obesity,True,gpt-4.1-mini,b,1,agrees,95,3
187,3147,nie,easy,PERMUTE,X,V3,smoking,diabetes,True,gpt-4.1-mini,a,1,reversed,95,3
187,3147,nie,easy,KEEP,X,Y,lifespan,obesity,True,gpt-4.1-mini,b,1,agrees,96,3
187,3147,nie,easy,PERMUTE,X,Y,obesity,diabetes,True,gpt-4.1-mini,a,1,reversed,95,73
188,20605,det-counterfactual,anticommonsense,KEEP,V2,V3,infant's birth weight,health condition,True,gpt-4.1-mini,a,1,reversed,106,3
188,20605,det-counterfactual,anticommonsense,PERMUTE,V2,V3,maternal smoking status,freckles,True,gpt-4.1-mini,c,1,neither,101,3
188,20605,det-counterfactual,anticommonsense,KEEP,V2,Y,freckles,health condition,True,gpt-4.1-mini,c,1,neither,97,3
188,20605,det-counterfactual,anticommonsense,PERMUTE,V2,Y,health condition,freckles,True,gpt-4.1-mini,c,1,neither,97,3
188,20605,det-counterfactual,anticommonsense,KEEP,V3,Y,infant's birth weight,freckles,False,gpt-4.1-mini,c,1,neither,104,3
188,20605,det-counterfactual,anticommonsense,PERMUTE,V3,Y,maternal smoking status,health condition,False,gpt-4.1-mini,a,1,agrees,103,3
188,20605,det-counterfactual,anticommonsense,KEEP,X,V3,infant's birth weight,maternal smoking status,True,gpt-4.1-mini,b,1,agrees,110,3
188,20605,det-counterfactual,anticommonsense,PERMUTE,X,V3,maternal smoking status,infant's birth weight,True,gpt-4.1-mini,a,1,reversed,110,3
188,20605,det-counterfactual,anticommonsense,KEEP,X,Y,freckles,maternal smoking status,True,gpt-4.1-mini,c,1,neither,101,100
188,20605,det-counterfactual,anticommonsense,PERMUTE,X,Y,health condition,infant's birth weight,True,gpt-4.1-mini,a,1,reversed,106,69
189,14556,nde,anticommonsense,KEEP,V2,V3,infant's birth weight,health condition,True,gpt-4.1-mini,a,1,reversed,106,3
189,14556,nde,anticommonsense,PERMUTE,V2,V3,maternal smoking status,infant's birth weight,True,gpt-4.1-mini,a,1,reversed,110,3
189,14556,nde,anticommonsense,KEEP,V2,Y,freckles,health condition,True,gpt-4.1-mini,c,1,neither,97,3
189,14556,nde,anticommonsense,PERMUTE,V2,Y,health condition,infant's birth weight,True,gpt-4.1-mini,a,1,reversed,106,69
189,14556,nde,anticommonsense,KEEP,V3,Y,freckles,infant's birth weight,True,gpt-4.1-mini,c,1,neither,104,74
189,14556,nde,anticommonsense,PERMUTE,V3,Y,health condition,maternal smoking status,True,gpt-4.1-mini,b,1,agrees,103,110
189,14556,nde,anticommonsense,KEEP,X,V3,infant's birth weight,maternal smoking status,True,gpt-4.1-mini,b,1,agrees,110,3
189,14556,nde,anticommonsense,PERMUTE,X,V3,maternal smoking status,freckles,True,gpt-4.1-mini,c,1,neither,101,3
189,14556,nde,anticommonsense,KEEP,X,Y,maternal smoking status,freckles,False,gpt-4.1-mini,c,1,neither,101,3
189,14556,nde,anticommonsense,PERMUTE,X,Y,freckles,health condition,False,gpt-4.1-mini,c,1,neither,97,3
190,12737,nde,anticommonsense,KEEP,V2,V3,residency status,department competitiveness,False,gpt-4.1-mini,b,1,reversed,101,3
190,12737,nde,anticommonsense,PERMUTE,V2,V3,gender,residency status,False,gpt-4.1-mini,c,1,neither,98,3
190,12737,nde,anticommonsense,KEEP,V2,Y,brown eyes,residency status,True,gpt-4.1-mini,c,1,neither,101,3
190,12737,nde,anticommonsense,PERMUTE,V2,Y,department competitiveness,gender,True,gpt-4.1-mini,c,1,neither,96,3
190,12737,nde,anticommonsense,KEEP,V3,Y,brown eyes,department competitiveness,True,gpt-4.1-mini,c,1,neither,99,3
190,12737,nde,anticommonsense,PERMUTE,V3,Y,department competitiveness,residency status,True,gpt-4.1-mini,a,1,reversed,101,3
190,12737,nde,anticommonsense,KEEP,X,V3,gender,department competitiveness,False,gpt-4.1-mini,c,1,neither,96,3
190,12737,nde,anticommonsense,PERMUTE,X,V3,brown eyes,residency status,False,gpt-4.1-mini,c,1,neither,101,3
190,12737,nde,anticommonsense,KEEP,X,Y,gender,brown eyes,False,gpt-4.1-mini,c,1,neither,96,3
190,12737,nde,anticommonsense,PERMUTE,X,Y,brown eyes,department competitiveness,False,gpt-4.1-mini,c,1,neither,99,3
191,12946,nde,anticommonsense,KEEP,V2,V3,skill,occupation,False,gpt-4.1-mini,b,1,reversed,93,53
191,12946,nde,anticommonsense,PERMUTE,V2,V3,salary,having visited England,False,gpt-4.1-mini,c,1,neither,99,3
191,12946,nde,anticommonsense,KEEP,V2,Y,skill,salary,False,gpt-4.1-mini,a,1,agrees,93,3
191,12946,nde,anticommonsense,PERMUTE,V2,Y,salary,occupation,False,gpt-4.1-mini,b,1,reversed,93,3
191,12946,nde,anticommonsense,KEEP,V3,Y,occupation,salary,False,gpt-4.1-mini,a,1,agrees,93,53
191,12946,nde,anticommonsense,PERMUTE,V3,Y,having visited England,occupation,False,gpt-4.1-mini,c,1,neither,99,3
191,12946,nde,anticommonsense,KEEP,X,V3,occupation,having visited England,True,gpt-4.1-mini,c,1,neither,99,50
191,12946,nde,anticommonsense,PERMUTE,X,V3,having visited England,skill,True,gpt-4.1-mini,c,1,neither,99,3
191,12946,nde,anticommonsense,KEEP,X,Y,salary,having visited England,True,gpt-4.1-mini,c,1,neither,99,3
191,12946,nde,anticommonsense,PERMUTE,X,Y,occupation,skill,True,gpt-4.1-mini,b,1,agrees,93,122
192,2344,nie,easy,KEEP,V2,V3,department competitiveness,residency status,True,gpt-4.1-mini,a,1,reversed,101,3
192,2344,nie,easy,PERMUTE,V2,V3,gender,department competitiveness,True,gpt-4.1-mini,c,1,neither,96,3
192,2344,nie,easy,KEEP,V2,Y,admission status,residency status,True,gpt-4.1-mini,b,1,agrees,102,3
192,2344,nie,easy,PERMUTE,V2,Y,residency status,department competitiveness,True,gpt-4.1-mini,b,1,agrees,101,3
192,2344,nie,easy,KEEP,V3,Y,admission status,department competitiveness,True,gpt-4.1-mini,b,1,agrees,100,70
192,2344,nie,easy,PERMUTE,V3,Y,residency status,gender,True,gpt-4.1-mini,c,1,neither,98,3
192,2344,nie,easy,KEEP,X,V3,department competitiveness,gender,True,gpt-4.1-mini,c,1,neither,96,3
192,2344,nie,easy,PERMUTE,X,V3,gender,admission status,True,gpt-4.1-mini,c,1,neither,97,3
192,2344,nie,easy,KEEP,X,Y,gender,admission status,False,gpt-4.1-mini,c,1,neither,97,3
192,2344,nie,easy,PERMUTE,X,Y,admission status,residency status,False,gpt-4.1-mini,b,1,reversed,102,3
193,8057,ett,hard,KEEP,V2,V3,smoking,diabetes,False,gpt-4.1-mini,a,1,agrees,95,3
193,8057,ett,hard,PERMUTE,V2,V3,lifespan,smoking,False,gpt-4.1-mini,b,1,reversed,96,3
193,8057,ett,hard,KEEP,V2,Y,smoking,lifespan,False,gpt-4.1-mini,a,1,agrees,96,3
193,8057,ett,hard,PERMUTE,V2,Y,lifespan,obesity,False,gpt-4.1-mini,b,1,reversed,96,3
193,8057,ett,hard,KEEP,V3,Y,lifespan,diabetes,True,gpt-4.1-mini,b,1,agrees,96,53
193,8057,ett,hard,PERMUTE,V3,Y,obesity,smoking,True,gpt-4.1-mini,c,1,neither,95,3
193,8057,ett,hard,KEEP,X,V3,obesity,diabetes,False,gpt-4.1-mini,a,1,agrees,95,73
193,8057,ett,hard,PERMUTE,X,V3,diabetes,smoking,False,gpt-4.1-mini,b,1,reversed,95,3
193,8057,ett,hard,KEEP,X,Y,obesity,lifespan,False,gpt-4.1-mini,a,1,agrees,96,3
193,8057,ett,hard,PERMUTE,X,Y,diabetes,obesity,False,gpt-4.1-mini,b,1,reversed,95,3
194,8902,ett,hard,KEEP,V2,V3,health condition,infant's birth weight,False,gpt-4.1-mini,a,1,agrees,106,69
194,8902,ett,hard,PERMUTE,V2,V3,infant's birth weight,maternal smoking status,False,gpt-4.1-mini,b,1,reversed,110,3
194,8902,ett,hard,KEEP,V2,Y,infant mortality,health condition,True,gpt-4.1-mini,b,1,agrees,100,68
194,8902,ett,hard,PERMUTE,V2,Y,health condition,infant's birth weight,True,gpt-4.1-mini,a,1,reversed,106,69
194,8902,ett,hard,KEEP,V3,Y,infant's birth weight,infant mortality,False,gpt-4.1-mini,a,1,agrees,107,3
194,8902,ett,hard,PERMUTE,V3,Y,maternal smoking status,health condition,False,gpt-4.1-mini,a,1,agrees,103,3
194,8902,ett,hard,KEEP,X,V3,maternal smoking status,infant's birth weight,False,gpt-4.1-mini,a,1,agrees,110,3
194,8902,ett,hard,PERMUTE,X,V3,infant mortality,maternal smoking status,False,gpt-4.1-mini,b,1,reversed,104,107
194,8902,ett,hard,KEEP,X,Y,infant mortality,maternal smoking status,True,gpt-4.1-mini,b,1,agrees,104,107
194,8902,ett,hard,PERMUTE,X,Y,health condition,infant mortality,True,gpt-4.1-mini,a,1,reversed,100,3
195,4453,nie,easy,KEEP,V2,V3,pollution,smoking,False,gpt-4.1-mini,c,1,neither,95,3
195,4453,nie,easy,PERMUTE,V2,V3,smoking,lung cancer,False,gpt-4.1-mini,a,1,agrees,97,3
195,4453,nie,easy,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-mini,b,1,agrees,97,3
195,4453,nie,easy,PERMUTE,V2,Y,gene,smoking,True,gpt-4.1-mini,a,1,reversed,94,3
195,4453,nie,easy,KEEP,V3,Y,lung cancer,smoking,True,gpt-4.1-mini,b,1,agrees,97,3
195,4453,nie,easy,PERMUTE,V3,Y,gene,lung cancer,True,gpt-4.1-mini,a,1,reversed,96,3
195,4453,nie,easy,KEEP,X,V3,smoking,gene,True,gpt-4.1-mini,b,1,agrees,94,3
195,4453,nie,easy,PERMUTE,X,V3,lung cancer,pollution,True,gpt-4.1-mini,b,1,agrees,97,3
195,4453,nie,easy,KEEP,X,Y,lung cancer,gene,True,gpt-4.1-mini,b,1,agrees,96,3
195,4453,nie,easy,PERMUTE,X,Y,gene,pollution,True,gpt-4.1-mini,b,1,agrees,94,59
196,2460,nde,easy,KEEP,V2,V3,department competitiveness,residency status,True,gpt-4.1-mini,a,1,reversed,101,3
196,2460,nde,easy,PERMUTE,V2,V3,gender,admission status,True,gpt-4.1-mini,c,1,neither,97,3
196,2460,nde,easy,KEEP,V2,Y,residency status,admission status,False,gpt-4.1-mini,a,1,agrees,102,170
196,2460,nde,easy,PERMUTE,V2,Y,admission status,department competitiveness,False,gpt-4.1-mini,b,1,reversed,100,70
196,2460,nde,easy,KEEP,V3,Y,admission status,department competitiveness,True,gpt-4.1-mini,b,1,agrees,100,70
196,2460,nde,easy,PERMUTE,V3,Y,department competitiveness,gender,True,gpt-4.1-mini,c,1,neither,96,3
196,2460,nde,easy,KEEP,X,V3,department competitiveness,gender,True,gpt-4.1-mini,c,1,neither,96,3
196,2460,nde,easy,PERMUTE,X,V3,gender,residency status,True,gpt-4.1-mini,c,1,neither,98,3
196,2460,nde,easy,KEEP,X,Y,admission status,gender,True,gpt-4.1-mini,c,1,neither,97,3
196,2460,nde,easy,PERMUTE,X,Y,department competitiveness,residency status,True,gpt-4.1-mini,a,1,reversed,101,3
197,14726,ett,anticommonsense,KEEP,V2,V3,smoking,pollution,True,gpt-4.1-mini,c,1,neither,95,3
197,14726,ett,anticommonsense,PERMUTE,V2,V3,lung cancer,listening to jazz,True,gpt-4.1-mini,c,1,neither,103,3
197,14726,ett,anticommonsense,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-mini,b,1,agrees,97,3
197,14726,ett,anticommonsense,PERMUTE,V2,Y,pollution,listening to jazz,True,gpt-4.1-mini,c,1,neither,101,3
197,14726,ett,anticommonsense,KEEP,V3,Y,lung cancer,smoking,True,gpt-4.1-mini,b,1,agrees,97,3
197,14726,ett,anticommonsense,PERMUTE,V3,Y,pollution,lung cancer,True,gpt-4.1-mini,a,1,reversed,97,3
197,14726,ett,anticommonsense,KEEP,X,V3,smoking,listening to jazz,True,gpt-4.1-mini,c,1,neither,101,3
197,14726,ett,anticommonsense,PERMUTE,X,V3,lung cancer,smoking,True,gpt-4.1-mini,b,1,agrees,97,3
197,14726,ett,anticommonsense,KEEP,X,Y,lung cancer,listening to jazz,True,gpt-4.1-mini,c,1,neither,103,3
197,14726,ett,anticommonsense,PERMUTE,X,Y,pollution,smoking,True,gpt-4.1-mini,c,1,neither,95,3
198,8076,ett,hard,KEEP,V2,V3,smoking,diabetes,False,gpt-4.1-mini,a,1,agrees,95,3
198,8076,ett,hard,PERMUTE,V2,V3,diabetes,smoking,False,gpt-4.1-mini,b,1,reversed,95,3
198,8076,ett,hard,KEEP,V2,Y,lifespan,smoking,True,gpt-4.1-mini,b,1,agrees,96,3
198,8076,ett,hard,PERMUTE,V2,Y,obesity,diabetes,True,gpt-4.1-mini,a,1,reversed,95,73
198,8076,ett,hard,KEEP,V3,Y,lifespan,diabetes,True,gpt-4.1-mini,b,1,agrees,96,53
198,8076,ett,hard,PERMUTE,V3,Y,obesity,smoking,True,gpt-4.1-mini,c,1,neither,95,3
198,8076,ett,hard,KEEP,X,V3,diabetes,obesity,True,gpt-4.1-mini,b,1,agrees,95,3
198,8076,ett,hard,PERMUTE,X,V3,smoking,lifespan,True,gpt-4.1-mini,a,1,reversed,96,3
198,8076,ett,hard,KEEP,X,Y,lifespan,obesity,True,gpt-4.1-mini,b,1,agrees,96,3
198,8076,ett,hard,PERMUTE,X,Y,obesity,lifespan,True,gpt-4.1-mini,a,1,reversed,96,3
199,2610,nde,easy,KEEP,V2,V3,occupation,skill,True,gpt-4.1-mini,b,1,agrees,93,122
199,2610,nde,easy,PERMUTE,V2,V3,skill,salary,True,gpt-4.1-mini,a,1,reversed,93,3
199,2610,nde,easy,KEEP,V2,Y,skill,salary,False,gpt-4.1-mini,a,1,agrees,93,3
199,2610,nde,easy,PERMUTE,V2,Y,salary,gender,False,gpt-4.1-mini,c,1,neither,93,3
199,2610,nde,easy,KEEP,V3,Y,salary,occupation,True,gpt-4.1-mini,b,1,agrees,93,3
199,2610,nde,easy,PERMUTE,V3,Y,gender,skill,True,gpt-4.1-mini,c,1,neither,93,3
199,2610,nde,easy,KEEP,X,V3,gender,occupation,False,gpt-4.1-mini,c,1,neither,93,3
199,2610,nde,easy,PERMUTE,X,V3,occupation,skill,False,gpt-4.1-mini,b,1,reversed,93,122
199,2610,nde,easy,KEEP,X,Y,salary,gender,True,gpt-4.1-mini,c,1,neither,93,3
199,2610,nde,easy,PERMUTE,X,Y,gender,occupation,True,gpt-4.1-mini,c,1,neither,93,3
200,14780,ett,anticommonsense,KEEP,V2,V3,pollution,smoking,False,gpt-4.1-mini,c,1,neither,95,3
200,14780,ett,anticommonsense,PERMUTE,V2,V3,listening to jazz,pollution,False,gpt-4.1-mini,c,1,neither,101,3
200,14780,ett,anticommonsense,KEEP,V2,Y,lung cancer,pollution,True,gpt-4.1-mini,b,1,agrees,97,3
200,14780,ett,anticommonsense,PERMUTE,V2,Y,smoking,listening to jazz,True,gpt-4.1-mini,c,1,neither,101,3
200,14780,ett,anticommonsense,KEEP,V3,Y,smoking,lung cancer,False,gpt-4.1-mini,a,1,agrees,97,3
200,14780,ett,anticommonsense,PERMUTE,V3,Y,pollution,smoking,False,gpt-4.1-mini,c,1,neither,95,3
200,14780,ett,anticommonsense,KEEP,X,V3,smoking,listening to jazz,True,gpt-4.1-mini,c,1,neither,101,3
200,14780,ett,anticommonsense,PERMUTE,X,V3,pollution,lung cancer,True,gpt-4.1-mini,a,1,reversed,97,3
200,14780,ett,anticommonsense,KEEP,X,Y,listening to jazz,lung cancer,False,gpt-4.1-mini,c,1,neither,103,3
200,14780,ett,anticommonsense,PERMUTE,X,Y,lung cancer,smoking,False,gpt-4.1-mini,b,1,reversed,97,3
201,7150,ett,hard,KEEP,V2,V3,department competitiveness,residency status,True,gpt-4.1-mini,a,1,reversed,101,3
201,7150,ett,hard,PERMUTE,V2,V3,admission status,department competitiveness,True,gpt-4.1-mini,b,1,agrees,100,70
201,7150,ett,hard,KEEP,V2,Y,admission status,residency status,True,gpt-4.1-mini,b,1,agrees,102,3
201,7150,ett,hard,PERMUTE,V2,Y,gender,department competitiveness,True,gpt-4.1-mini,c,1,neither,96,3
201,7150,ett,hard,KEEP,V3,Y,department competitiveness,admission status,False,gpt-4.1-mini,a,1,agrees,100,3
201,7150,ett,hard,PERMUTE,V3,Y,admission status,gender,False,gpt-4.1-mini,c,1,neither,97,3
201,7150,ett,hard,KEEP,X,V3,gender,department competitiveness,False,gpt-4.1-mini,c,1,neither,96,3
201,7150,ett,hard,PERMUTE,X,V3,residency status,admission status,False,gpt-4.1-mini,a,1,agrees,102,170
201,7150,ett,hard,KEEP,X,Y,admission status,gender,True,gpt-4.1-mini,c,1,neither,97,3
201,7150,ett,hard,PERMUTE,X,Y,gender,residency status,True,gpt-4.1-mini,c,1,neither,98,3
202,20386,det-counterfactual,anticommonsense,KEEP,V2,V3,smoking,diabetes,False,gpt-4.1-mini,a,1,agrees,95,3
202,20386,det-counterfactual,anticommonsense,PERMUTE,V2,V3,ability to speak english,lifespan,False,gpt-4.1-mini,c,1,neither,104,3
202,20386,det-counterfactual,anticommonsense,KEEP,V2,Y,smoking,lifespan,False,gpt-4.1-mini,a,1,agrees,96,3
202,20386,det-counterfactual,anticommonsense,PERMUTE,V2,Y,ability to speak english,diabetes,False,gpt-4.1-mini,c,1,neither,103,3
202,20386,det-counterfactual,anticommonsense,KEEP,V3,Y,diabetes,lifespan,False,gpt-4.1-mini,a,1,agrees,96,58
202,20386,det-counterfactual,anticommonsense,PERMUTE,V3,Y,lifespan,diabetes,False,gpt-4.1-mini,b,1,reversed,96,53
202,20386,det-counterfactual,anticommonsense,KEEP,X,V3,diabetes,ability to speak english,True,gpt-4.1-mini,c,1,neither,103,3
202,20386,det-counterfactual,anticommonsense,PERMUTE,X,V3,lifespan,smoking,True,gpt-4.1-mini,b,1,agrees,96,3
202,20386,det-counterfactual,anticommonsense,KEEP,X,Y,ability to speak english,lifespan,False,gpt-4.1-mini,c,1,neither,104,3
202,20386,det-counterfactual,anticommonsense,PERMUTE,X,Y,smoking,diabetes,False,gpt-4.1-mini,a,1,agrees,95,3
203,13292,nie,anticommonsense,KEEP,V3,Y,parents' social status,child's intelligence,False,gpt-4.1-mini,a,1,agrees,106,3
203,13292,nie,anticommonsense,PERMUTE,V3,Y,liking spicy food,other unobserved factors,False,gpt-4.1-mini,c,1,neither,112,3
203,13292,nie,anticommonsense,KEEP,X,V3,liking spicy food,parents' social status,False,gpt-4.1-mini,c,1,neither,109,3
203,13292,nie,anticommonsense,PERMUTE,X,V3,parents' social status,liking spicy food,False,gpt-4.1-mini,c,1,neither,109,3
203,13292,nie,anticommonsense,KEEP,X,Y,liking spicy food,child's intelligence,False,gpt-4.1-mini,c,1,neither,104,3
203,13292,nie,anticommonsense,PERMUTE,X,Y,parents' social status,other unobserved factors,False,gpt-4.1-mini,a,1,agrees,114,111
239,1767,ate,easy,KEEP,V2,Y,skill,salary,False,gpt-4.1-mini,a,1,agrees,93,3
239,1767,ate,easy,PERMUTE,V2,Y,education level,skill,False,gpt-4.1-mini,a,1,agrees,96,3
239,1767,ate,easy,KEEP,X,V2,skill,education level,True,gpt-4.1-mini,b,1,agrees,96,3
239,1767,ate,easy,PERMUTE,X,V2,education level,salary,True,gpt-4.1-mini,a,1,reversed,96,3
242,19718,ate,anticommonsense,KEEP,V2,Y,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
242,19718,ate,anticommonsense,PERMUTE,V2,Y,having a sister,lung cancer,True,gpt-4.1-mini,c,1,neither,102,41
242,19718,ate,anticommonsense,KEEP,X,V2,having a sister,tar deposit,False,gpt-4.1-mini,c,1,neither,102,3
242,19718,ate,anticommonsense,PERMUTE,X,V2,tar deposit,lung cancer,False,gpt-4.1-mini,a,1,agrees,99,3
243,12073,ate,anticommonsense,KEEP,V2,Y,black hair,skill,True,gpt-4.1-mini,c,1,neither,96,3
243,12073,ate,anticommonsense,PERMUTE,V2,Y,education level,black hair,True,gpt-4.1-mini,c,1,neither,99,3
243,12073,ate,anticommonsense,KEEP,X,V2,skill,education level,True,gpt-4.1-mini,b,1,agrees,96,3
243,12073,ate,anticommonsense,PERMUTE,X,V2,black hair,skill,True,gpt-4.1-mini,c,1,neither,96,3
250,18531,ate,anticommonsense,KEEP,V2,Y,curly hair,vitmain C,True,gpt-4.1-mini,c,1,neither,103,3
250,18531,ate,anticommonsense,PERMUTE,V2,Y,vitmain C,eating citrus,True,gpt-4.1-mini,b,1,agrees,103,33
250,18531,ate,anticommonsense,KEEP,X,V2,vitmain C,eating citrus,True,gpt-4.1-mini,b,1,agrees,103,33
250,18531,ate,anticommonsense,PERMUTE,X,V2,eating citrus,curly hair,True,gpt-4.1-mini,c,1,neither,101,3
251,3432,ate,easy,KEEP,V2,Y,vitmain C,scurvy,False,gpt-4.1-mini,a,1,agrees,105,3
251,3432,ate,easy,PERMUTE,V2,Y,scurvy,eating citrus,False,gpt-4.1-mini,b,1,reversed,103,74
251,3432,ate,easy,KEEP,X,V2,vitmain C,eating citrus,True,gpt-4.1-mini,b,1,agrees,103,33
251,3432,ate,easy,PERMUTE,X,V2,scurvy,vitmain C,True,gpt-4.1-mini,b,1,agrees,105,3
254,13752,ate,anticommonsense,KEEP,V2,Y,vitmain C,curly hair,False,gpt-4.1-mini,c,1,neither,103,3
254,13752,ate,anticommonsense,PERMUTE,V2,Y,eating citrus,vitmain C,False,gpt-4.1-mini,a,1,agrees,103,3
254,13752,ate,anticommonsense,KEEP,X,V2,eating citrus,vitmain C,False,gpt-4.1-mini,a,1,agrees,103,3
254,13752,ate,anticommonsense,PERMUTE,X,V2,curly hair,eating citrus,False,gpt-4.1-mini,c,1,neither,101,3
255,6524,ate,hard,KEEP,V2,Y,salary,skill,True,gpt-4.1-mini,b,1,agrees,93,3
255,6524,ate,hard,PERMUTE,V2,Y,education level,salary,True,gpt-4.1-mini,a,1,reversed,96,3
255,6524,ate,hard,KEEP,X,V2,skill,education level,True,gpt-4.1-mini,b,1,agrees,96,3
255,6524,ate,hard,PERMUTE,X,V2,salary,skill,True,gpt-4.1-mini,b,1,agrees,93,3
259,9202,ate,hard,KEEP,V2,Y,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
259,9202,ate,hard,PERMUTE,V2,Y,smoking,lung cancer,True,gpt-4.1-mini,a,1,reversed,97,3
259,9202,ate,hard,KEEP,X,V2,smoking,tar deposit,False,gpt-4.1-mini,a,1,agrees,97,3
259,9202,ate,hard,PERMUTE,X,V2,tar deposit,lung cancer,False,gpt-4.1-mini,a,1,agrees,99,3
260,19698,ate,anticommonsense,KEEP,V2,Y,tar deposit,lung cancer,False,gpt-4.1-mini,a,1,agrees,99,3
260,19698,ate,anticommonsense,PERMUTE,V2,Y,lung cancer,having a sister,False,gpt-4.1-mini,c,1,neither,102,3
260,19698,ate,anticommonsense,KEEP,X,V2,tar deposit,having a sister,True,gpt-4.1-mini,c,1,neither,102,3
260,19698,ate,anticommonsense,PERMUTE,X,V2,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
263,14898,ate,anticommonsense,KEEP,V2,Y,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
263,14898,ate,anticommonsense,PERMUTE,V2,Y,listening to jazz,lung cancer,True,gpt-4.1-mini,c,1,neither,103,3
263,14898,ate,anticommonsense,KEEP,X,V2,tar deposit,listening to jazz,True,gpt-4.1-mini,c,1,neither,103,3
263,14898,ate,anticommonsense,PERMUTE,X,V2,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
264,14965,ate,anticommonsense,KEEP,V2,Y,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
264,14965,ate,anticommonsense,PERMUTE,V2,Y,listening to jazz,lung cancer,True,gpt-4.1-mini,c,1,neither,103,3
264,14965,ate,anticommonsense,KEEP,X,V2,listening to jazz,tar deposit,False,gpt-4.1-mini,c,1,neither,103,3
264,14965,ate,anticommonsense,PERMUTE,X,V2,tar deposit,lung cancer,False,gpt-4.1-mini,a,1,agrees,99,3
265,4483,ate,easy,KEEP,V2,Y,tar deposit,lung cancer,False,gpt-4.1-mini,a,1,agrees,99,3
265,4483,ate,easy,PERMUTE,V2,Y,lung cancer,smoking,False,gpt-4.1-mini,b,1,reversed,97,3
265,4483,ate,easy,KEEP,X,V2,tar deposit,smoking,True,gpt-4.1-mini,b,1,agrees,97,3
265,4483,ate,easy,PERMUTE,X,V2,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
266,9301,ate,hard,KEEP,V2,Y,tar deposit,lung cancer,False,gpt-4.1-mini,a,1,agrees,99,3
266,9301,ate,hard,PERMUTE,V2,Y,lung cancer,smoking,False,gpt-4.1-mini,b,1,reversed,97,3
266,9301,ate,hard,KEEP,X,V2,tar deposit,smoking,True,gpt-4.1-mini,b,1,agrees,97,3
266,9301,ate,hard,PERMUTE,X,V2,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
268,19699,ate,anticommonsense,KEEP,V2,Y,lung cancer,tar deposit,True,gpt-4.1-mini,b,1,agrees,99,54
