sample,item,id,lexicon,family,query_type,cond,k,estimand_unchanged,route,implied_answer,gold,gold_is_true_answer,n_scm,group,vs_ORACLE,vs_RAW
n600,459,5689,PSEUDO,fork,ett,DR_k1,1,False,backdoor,no,no,True,4,"estimand changed, answer kept",0.0,0.0
n600,459,5689,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,4,"estimand changed, answer kept",0.0,0.0
n600,486,4302,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,486,4302,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.0,0.0
n600,486,4302,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,486,4302,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,486,4302,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.0,0.0
n600,486,4302,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,487,8951,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
n600,487,8951,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
n600,487,8951,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
n600,487,8951,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,487,8951,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,487,8951,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,488,19318,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.5,-0.3333333333333333
n600,488,19318,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,,
n600,488,19318,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,488,19318,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,-0.6666666666666666
n600,488,19318,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.0,0.0
n600,488,19318,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,489,14570,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-1.0
n600,489,14570,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",,-1.0
n600,489,14570,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-1.0
n600,489,14570,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
n600,489,14570,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,1.0
n600,489,14570,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
n600,490,14676,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,1.0
n600,490,14676,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,1.0
n600,490,14676,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",,
n600,490,14676,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,490,14676,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,490,14676,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,491,4171,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-0.6666666666666666
n600,491,4171,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,-0.6666666666666666
n600,491,4171,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-0.6666666666666666
n600,491,4171,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.3333333333333333
n600,491,4171,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.3333333333333333
n600,491,4171,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.3333333333333333
n600,492,14638,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
n600,492,14638,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,492,14638,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-1.0
n600,492,14638,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
n600,492,14638,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
n600,492,14638,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
n600,493,14591,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
n600,493,14591,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
n600,493,14591,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,493,14591,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.0,1.0
n600,493,14591,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
n600,493,14591,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,0.0
n600,494,8971,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,494,8971,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,494,8971,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,494,8971,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,494,8971,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,494,8971,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,497,4166,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.5,-0.5
n600,497,4166,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,-1.0
n600,497,4166,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-1.0
n600,497,4166,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,497,4166,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.3333333333333333
n600,497,4166,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,498,19368,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.5,0.0
n600,498,19368,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.5,0.0
n600,498,19368,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.5,0.0
n600,498,19368,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,498,19368,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,498,19368,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
n600,499,4274,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,499,4274,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,-0.5
n600,499,4274,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,499,4274,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
n600,499,4274,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.6666666666666666,0.3333333333333333
n600,499,4274,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
n600,502,14577,KEEP,frontdoor,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.0,0.3333333333333333
n600,502,14577,KEEP,frontdoor,ett,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
n600,502,14577,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,-0.3333333333333333
n600,502,14577,PSEUDO,frontdoor,ett,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,502,14577,PSEUDO,frontdoor,ett,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,502,14577,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,503,4208,KEEP,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,503,4208,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,503,4208,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,503,4208,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,503,4208,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,503,4208,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,507,4220,KEEP,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,507,4220,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,507,4220,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,507,4220,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
n600,507,4220,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,507,4220,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,512,14689,KEEP,frontdoor,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,512,14689,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,512,14689,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
n600,512,14689,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,512,14689,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,512,14689,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,514,9048,KEEP,frontdoor,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,514,9048,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
n600,514,9048,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
n600,514,9048,PSEUDO,frontdoor,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,514,9048,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
n600,514,9048,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
n600,515,19332,KEEP,frontdoor,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,515,19332,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
n600,515,19332,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,515,19332,PSEUDO,frontdoor,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,515,19332,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,515,19332,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
n600,517,4270,KEEP,frontdoor,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
n600,517,4270,KEEP,frontdoor,ett,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,517,4270,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,517,4270,PSEUDO,frontdoor,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,517,4270,PSEUDO,frontdoor,ett,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.0,-0.3333333333333333
n600,517,4270,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
n600,542,2255,KEEP,mediation,ate,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
n600,542,2255,KEEP,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
n600,542,2255,KEEP,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
n600,542,2255,PSEUDO,mediation,ate,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
n600,542,2255,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,542,2255,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,543,3030,KEEP,mediation,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
n600,543,3030,KEEP,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
n600,543,3030,KEEP,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
n600,543,3030,PSEUDO,mediation,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.6666666666666666,0.0
n600,543,3030,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
n600,543,3030,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
n600,544,12563,KEEP,mediation,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
n600,544,12563,KEEP,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
n600,544,12563,KEEP,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
n600,544,12563,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,-0.3333333333333333,0.0
n600,544,12563,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,544,12563,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,548,11462,KEEP,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,548,11462,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,548,11462,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,548,11462,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,-1.0
n600,548,11462,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",1.0,0.0
n600,548,11462,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",1.0,0.0
n600,551,15255,KEEP,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,551,15255,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,551,15255,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,551,15255,PSEUDO,mediation,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.6666666666666666
n600,551,15255,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
n600,551,15255,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
n600,553,12561,KEEP,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,553,12561,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,553,12561,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,553,12561,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.3333333333333333,-0.3333333333333333
n600,553,12561,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,-0.3333333333333333
n600,553,12561,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,0.0
n600,556,2164,KEEP,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,556,2164,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,556,2164,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,556,2164,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,556,2164,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,556,2164,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,558,6947,KEEP,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,558,6947,KEEP,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,558,6947,KEEP,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,558,6947,PSEUDO,mediation,ate,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,-1.0
n600,558,6947,PSEUDO,mediation,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",1.0,0.0
n600,558,6947,PSEUDO,mediation,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",1.0,0.0
n600,561,1071,KEEP,mediation,ett,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.3333333333333333,1.0
n600,561,1071,KEEP,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.3333333333333333,1.0
n600,561,1071,KEEP,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.6666666666666666
n600,561,1071,PSEUDO,mediation,ett,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.6666666666666666
n600,561,1071,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.3333333333333333
n600,561,1071,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.6666666666666666
n600,570,1011,KEEP,mediation,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,0.0,0.0
n600,570,1011,KEEP,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,570,1011,KEEP,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,570,1011,PSEUDO,mediation,ett,DR_k1,1,True,backdoor,no,no,True,2,estimand kept,-0.3333333333333333,-0.3333333333333333
n600,570,1011,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
n600,570,1011,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,572,32,KEEP,mediation,ett,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.0
n600,572,32,KEEP,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
n600,572,32,KEEP,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
n600,572,32,PSEUDO,mediation,ett,DR_k1,1,True,backdoor,yes,yes,True,2,estimand kept,0.0,0.3333333333333333
n600,572,32,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
n600,572,32,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
n600,575,10417,KEEP,mediation,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,575,10417,KEEP,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,575,10417,KEEP,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
n600,575,10417,PSEUDO,mediation,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,575,10417,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,575,10417,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
n600,576,16215,KEEP,mediation,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,0.3333333333333333
n600,576,16215,KEEP,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.6666666666666666
n600,576,16215,KEEP,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.6666666666666666
n600,576,16215,PSEUDO,mediation,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,0.3333333333333333
n600,576,16215,PSEUDO,mediation,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.6666666666666666
n600,576,16215,PSEUDO,mediation,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.3333333333333333
conf,36,13899,KEEP,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,0.0
conf,36,13899,KEEP,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.5,-0.5
conf,36,13899,KEEP,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.5,0.0
conf,36,13899,PSEUDO,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
conf,36,13899,PSEUDO,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,36,13899,PSEUDO,IV,ate,DR_k3,3,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.6666666666666666
conf,37,9467,KEEP,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,37,9467,KEEP,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
conf,37,9467,KEEP,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,37,9467,PSEUDO,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,37,9467,PSEUDO,IV,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,37,9467,PSEUDO,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,38,8277,KEEP,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,38,8277,KEEP,IV,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,38,8277,KEEP,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,38,8277,PSEUDO,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,38,8277,PSEUDO,IV,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,38,8277,PSEUDO,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,42,16786,KEEP,IV,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,42,16786,KEEP,IV,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,42,16786,KEEP,IV,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
