item,story,cond,lexicon,gold,n_nodes,has_data,path,model,pred,parsed,correct,in_tok,out_tok,error
938,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",ORACLE,KEEP,yes,3,True,True,gpt-4.1-mini,yes,1,1,205,178,
938,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",RAW,KEEP,yes,3,True,True,gpt-4.1-mini,yes,1,1,158,70,
941,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,297,167,
941,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,170,178,
942,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,203,206,
942,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",RAW,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,138,173,
946,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,114,96,
946,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,88,3,
948,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,186,141,
948,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,134,87,
953,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,239,611,
953,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,112,155,
956,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,234,153,
956,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,174,75,
959,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,146,133,
959,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,90,57,
960,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,,0,0,351,700,
960,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,280,443,
962,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,177,91,
962,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,130,60,
971,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,231,237,
971,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,158,81,
975,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,214,188,
975,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,142,53,
977,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,219,201,
977,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,166,208,
979,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,149,96,
979,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,yes,1,0,102,109,
980,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,225,192,
980,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,162,148,
982,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,156,127,
982,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,130,170,
990,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,132,99,
990,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,90,3,
991,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,148,112,
991,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,yes,1,0,96,102,
993,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,yes,1,0,157,364,
993,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,yes,1,0,104,103,
995,"crop yield | the amount of rainfall | the soil moisture level || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,138,109,
995,"crop yield | the amount of rainfall | the soil moisture level || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,94,82,
999,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,155,517,
999,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,102,44,
1000,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,155,118,
1000,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,91,3,
1002,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,203,200,
1002,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,150,111,
1005,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,198,260,
1005,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,134,86,
1009,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,195,118,
1009,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,146,62,
1017,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,175,81,
1017,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,134,57,
1021,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,176,310,
1021,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,109,118,
1022,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,144,120,
1022,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,yes,1,0,92,75,
1029,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,173,145,
1029,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,yes,1,0,117,150,
1033,"the amount of rainfall | the growth rate of crops | the water level in the river || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,141,122,
1033,"the amount of rainfall | the growth rate of crops | the water level in the river || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,104,161,
1034,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,139,233,
1034,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,90,3,
1035,"income level | job satisfaction | level of education | overall happiness || AB,AC,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,281,689,
1035,"income level | job satisfaction | level of education | overall happiness || AB,AC,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,232,544,
1038,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,140,65,
1038,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,100,3,
1041,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,187,142,
1041,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,138,119,
1042,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,,0,0,403,700,
1042,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,319,649,
1050,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,182,145,
1050,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,138,152,
1057,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,193,237,
1057,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,104,55,
1063,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,181,135,
1063,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,134,131,
1064,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,114,51,
1064,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,88,52,
1065,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,154,98,
1065,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,yes,1,0,104,86,
1070,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,146,125,
1070,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,94,114,
1075,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,154,241,
1075,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,90,53,
1079,"humidity | precipitation | temperature | weather conditions || AB,AC,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,122,148,
1079,"humidity | precipitation | temperature | weather conditions || AB,AC,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,86,3,
1081,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,yes,5,True,True,gpt-4.1-mini,yes,1,1,251,245,
1081,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,yes,5,True,True,gpt-4.1-mini,yes,1,1,162,103,
1084,"amount of exercise | caloric intake | weight loss/gain || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,138,103,
1084,"amount of exercise | caloric intake | weight loss/gain || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,yes,1,0,97,3,
1086,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,161,160,
1086,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,97,76,
1095,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,135,94,
1095,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,92,238,
1096,"amount of rainfall | crop yield | groundwater level || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,yes,1,0,119,254,
1096,"amount of rainfall | crop yield | groundwater level || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,yes,1,0,90,3,
1102,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,258,177,
1102,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,174,60,
1104,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,131,314,
1104,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,90,3,
1105,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,217,158,
1105,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,167,150,
1106,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,KEEP,yes,5,True,True,gpt-4.1-mini,yes,1,1,193,125,
1106,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",RAW,KEEP,yes,5,True,True,gpt-4.1-mini,yes,1,1,137,151,
1111,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,no,1,0,383,700,
1111,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,304,442,
1113,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,148,179,
1113,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,92,56,
1116,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,186,84,
1116,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,144,86,
1119,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,114,86,
1119,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,88,3,
1122,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,197,354,
1122,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,113,114,
1127,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,146,158,
1127,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,94,3,
1131,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,251,399,
1131,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,162,212,
1133,"credit score | income level | loan approval status | savings amount || AB,AC,AD,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,192,256,
1133,"credit score | income level | loan approval status | savings amount || AB,AC,AD,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,138,128,
1140,"exam score | grade in the course | number of hours studied || AB,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,133,89,
1140,"exam score | grade in the course | number of hours studied || AB,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,94,50,
1141,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,259,173,
1141,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,174,201,
1143,"job performance | level of education | salary level | years of work experience || AC,AD,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,145,284,
1143,"job performance | level of education | salary level | years of work experience || AC,AD,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,94,197,
1144,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,302,646,
1144,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,256,387,
1146,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,212,194,
1146,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1-mini,no,1,1,154,138,
1155,"the amount of exercise the person does | the amount of sleep a person gets | the overall health of the person | the productivity level of the person || AB,AD,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,248,186,
1155,"the amount of exercise the person does | the amount of sleep a person gets | the overall health of the person | the productivity level of the person || AB,AD,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,170,119,
1161,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,295,220,
1161,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,174,202,
1162,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,143,106,
1162,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,98,169,
1165,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,176,160,
1165,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-mini,yes,1,1,130,119,
1167,"amount of exercise | overall health condition | physical fitness level || AB,AC",ORACLE,KEEP,yes,3,True,True,gpt-4.1-mini,yes,1,1,173,131,
1167,"amount of exercise | overall health condition | physical fitness level || AB,AC",RAW,KEEP,yes,3,True,True,gpt-4.1-mini,yes,1,1,142,111,
1168,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,237,245,
1168,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,yes,1,0,110,64,
1169,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,274,601,
1169,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,226,388,
1170,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,144,216,
1170,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,yes,1,0,98,57,
1171,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,155,347,
1171,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,90,33,
1173,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,251,236,
1173,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-mini,no,1,1,162,87,
1178,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,198,176,
1178,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,146,175,
1179,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,182,86,
1179,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-mini,no,1,1,134,87,
1181,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,129,77,
1181,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,94,3,
1188,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,134,166,
1188,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-mini,no,1,1,90,3,
1189,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,156,101,
1189,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,106,79,
1190,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",ORACLE,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,148,291,
1190,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",RAW,KEEP,no,5,False,False,gpt-4.1-mini,no,1,1,92,48,
1191,"amount of rainfall | growth rate of plants | water level in a nearby river || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,131,61,
1191,"amount of rainfall | growth rate of plants | water level in a nearby river || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-mini,no,1,1,96,191,
