model,item,id,cond,graph_id,rung,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1-mini,77,517,ED_k3,diamond,3,yes,yes,1,1,130,160,
gpt-4.1-mini,77,517,ED_k2,diamond,3,yes,yes,1,1,139,142,
gpt-4.1-mini,77,517,ED_k1,diamond,3,yes,yes,1,1,142,197,
gpt-4.1-mini,76,26840,FE_k1,diamond,2,yes,yes,1,1,176,409,
gpt-4.1-mini,79,490,PROSE,diamond,3,yes,yes,1,1,136,193,
gpt-4.1-mini,79,490,RAW,diamond,3,yes,no,0,1,105,211,
gpt-4.1-mini,79,490,ORACLE,diamond,3,yes,yes,1,1,151,228,
gpt-4.1-mini,79,490,DR_k1,diamond,3,yes,no,0,1,151,611,
gpt-4.1-mini,76,26840,ED_k1,diamond,2,yes,yes,1,1,168,466,
gpt-4.1-mini,78,27693,ED_k1,diamond,3,no,no,1,1,160,213,
gpt-4.1-mini,79,490,DR_k3,diamond,3,yes,no,0,1,153,463,
gpt-4.1-mini,76,26840,DR_k2,diamond,2,yes,yes,1,1,172,544,
gpt-4.1-mini,77,517,FE_k1,diamond,3,yes,yes,1,1,154,264,
gpt-4.1-mini,76,26840,DR_k3,diamond,2,yes,no,0,1,171,664,
gpt-4.1-mini,77,517,DR_k3,diamond,3,yes,yes,1,1,153,422,
gpt-4.1-mini,76,26840,ED_k2,diamond,2,yes,no,0,1,157,211,
gpt-4.1-mini,80,24188,PROSE,diamond,3,yes,yes,1,1,146,130,
gpt-4.1-mini,80,24188,RAW,diamond,3,yes,yes,1,1,113,94,
gpt-4.1-mini,80,24188,ORACLE,diamond,3,yes,yes,1,1,161,173,
gpt-4.1-mini,78,27693,ED_k3,diamond,3,no,no,1,1,139,148,
gpt-4.1-mini,76,26840,FE_k2,diamond,2,yes,yes,1,1,180,477,
gpt-4.1-mini,78,27693,ED_k2,diamond,3,no,no,1,1,148,281,
gpt-4.1-mini,78,27693,FE_k2,diamond,3,no,no,1,1,170,169,
gpt-4.1-mini,79,490,ED_k2,diamond,3,yes,no,0,1,139,92,
gpt-4.1-mini,77,517,DR_k1,diamond,3,yes,no,0,1,153,569,
gpt-4.1-mini,79,490,DR_k2,diamond,3,yes,yes,1,1,147,204,
gpt-4.1-mini,81,1319,PROSE,diamond,3,no,yes,0,1,141,144,
gpt-4.1-mini,81,1319,RAW,diamond,3,no,yes,0,1,102,61,
gpt-4.1-mini,81,1319,ORACLE,diamond,3,no,no,1,1,156,266,
gpt-4.1-mini,79,490,ED_k1,diamond,3,yes,yes,1,1,142,179,
gpt-4.1-mini,79,490,ED_k3,diamond,3,yes,no,0,1,130,167,
gpt-4.1-mini,79,490,FE_k1,diamond,3,yes,yes,1,1,153,171,
gpt-4.1-mini,81,1319,DR_k3,diamond,3,no,yes,0,1,155,533,
gpt-4.1-mini,80,24188,ED_k2,diamond,3,yes,yes,1,1,148,166,
gpt-4.1-mini,78,27693,FE_k1,diamond,3,no,no,1,1,167,349,
gpt-4.1-mini,77,517,FE_k2,diamond,3,yes,no,0,1,156,578,
gpt-4.1-mini,81,1319,ED_k2,diamond,3,no,no,1,1,140,115,
gpt-4.1-mini,82,16476,PROSE,diamond,3,no,no,1,1,136,226,
gpt-4.1-mini,82,16476,RAW,diamond,3,no,no,1,1,99,3,
gpt-4.1-mini,82,16476,ORACLE,diamond,3,no,no,1,1,151,121,
gpt-4.1-mini,80,24188,FE_k2,diamond,3,yes,yes,1,1,167,243,
gpt-4.1-mini,80,24188,ED_k1,diamond,3,yes,yes,1,1,158,246,
gpt-4.1-mini,80,24188,FE_k1,diamond,3,yes,yes,1,1,164,268,
gpt-4.1-mini,80,24188,DR_k3,diamond,3,yes,yes,1,1,161,312,
gpt-4.1-mini,81,1319,ED_k1,diamond,3,no,yes,0,1,144,118,
gpt-4.1-mini,81,1319,ED_k3,diamond,3,no,yes,0,1,128,128,
gpt-4.1-mini,79,490,FE_k2,diamond,3,yes,no,0,1,156,450,
gpt-4.1-mini,80,24188,DR_k2,diamond,3,yes,yes,1,1,154,465,
gpt-4.1-mini,83,5385,PROSE,diamond,3,yes,yes,1,1,125,160,
gpt-4.1-mini,83,5385,RAW,diamond,3,yes,yes,1,1,97,63,
gpt-4.1-mini,83,5385,ORACLE,diamond,3,yes,yes,1,1,140,123,
gpt-4.1-mini,81,1319,FE_k1,diamond,3,no,yes,0,1,160,172,
gpt-4.1-mini,80,24188,DR_k1,diamond,3,yes,yes,1,1,161,532,
gpt-4.1-mini,83,5385,DR_k2,diamond,3,yes,yes,1,1,134,144,
gpt-4.1-mini,83,5385,DR_k3,diamond,3,yes,no,0,1,138,403,
gpt-4.1-mini,80,24188,ED_k3,diamond,3,yes,no,0,1,138,346,
gpt-4.1-mini,82,16476,ED_k1,diamond,3,no,no,1,1,147,117,
gpt-4.1-mini,82,16476,DR_k3,diamond,3,no,no,1,1,151,141,
gpt-4.1-mini,82,16476,DR_k1,diamond,3,no,no,1,1,150,201,
gpt-4.1-mini,82,16476,ED_k2,diamond,3,no,no,1,1,137,140,
gpt-4.1-mini,84,15580,PROSE,diamondcut,1,no,no,1,1,140,289,
gpt-4.1-mini,84,15580,RAW,diamondcut,1,no,no,1,1,112,286,
gpt-4.1-mini,84,15580,ORACLE,diamondcut,1,no,no,1,1,156,292,
gpt-4.1-mini,81,1319,DR_k2,diamond,3,no,yes,0,1,147,362,
gpt-4.1-mini,82,16476,FE_k1,diamond,3,no,no,1,1,155,136,
gpt-4.1-mini,81,1319,DR_k1,diamond,3,no,yes,0,1,156,473,
gpt-4.1-mini,84,15580,DR_k3,diamondcut,1,no,no,1,1,156,302,
gpt-4.1-mini,82,16476,FE_k2,diamond,3,no,no,1,1,157,143,
gpt-4.1-mini,82,16476,DR_k2,diamond,3,no,no,1,1,151,210,
gpt-4.1-mini,82,16476,ED_k3,diamond,3,no,no,1,1,125,125,
gpt-4.1-mini,83,5385,ED_k1,diamond,3,yes,yes,1,1,132,124,
gpt-4.1-mini,85,22963,RAW,diamondcut,1,yes,yes,1,1,103,339,
gpt-4.1-mini,85,22963,PROSE,diamondcut,1,yes,yes,1,1,137,292,
gpt-4.1-mini,85,22963,ORACLE,diamondcut,1,yes,yes,1,1,152,358,
gpt-4.1-mini,83,5385,ED_k2,diamond,3,yes,yes,1,1,130,138,
gpt-4.1-mini,85,22963,DR_k3,diamondcut,1,yes,yes,1,1,151,378,
gpt-4.1-mini,83,5385,FE_k2,diamond,3,yes,yes,1,1,144,148,
gpt-4.1-mini,81,1319,FE_k2,diamond,3,no,yes,0,1,164,447,
gpt-4.1-mini,85,22963,ED_k3,diamondcut,1,yes,yes,1,1,128,266,
gpt-4.1-mini,83,5385,ED_k3,diamond,3,yes,yes,1,1,122,202,
gpt-4.1-mini,84,15580,ED_k3,diamondcut,1,no,no,1,1,136,272,
gpt-4.1-mini,83,5385,DR_k1,diamond,3,yes,yes,1,1,140,425,
gpt-4.1-mini,84,15580,DR_k2,diamondcut,1,no,no,1,1,151,286,
gpt-4.1-mini,86,27728,PROSE,diamondcut,1,yes,yes,1,1,138,282,
gpt-4.1-mini,86,27728,ORACLE,diamondcut,1,yes,yes,1,1,153,400,
gpt-4.1-mini,86,27728,RAW,diamondcut,1,yes,yes,1,1,103,363,
gpt-4.1-mini,84,15580,DR_k1,diamondcut,1,no,no,1,1,157,342,
gpt-4.1-mini,83,5385,FE_k1,diamond,3,yes,yes,1,1,142,394,
gpt-4.1-mini,84,15580,FE_k2,diamondcut,1,no,no,1,1,161,268,
gpt-4.1-mini,84,15580,FE_k1,diamondcut,1,no,no,1,1,158,325,
gpt-4.1-mini,84,15580,ED_k1,diamondcut,1,no,no,1,1,147,317,
gpt-4.1-mini,85,22963,ED_k2,diamondcut,1,yes,yes,1,1,138,267,
gpt-4.1-mini,84,15580,ED_k2,diamondcut,1,no,no,1,1,145,320,
gpt-4.1-mini,87,23386,RAW,diamondcut,1,yes,yes,1,1,103,287,
gpt-4.1-mini,87,23386,PROSE,diamondcut,1,yes,yes,1,1,138,223,
gpt-4.1-mini,87,23386,ORACLE,diamondcut,1,yes,yes,1,1,153,310,
gpt-4.1-mini,85,22963,DR_k1,diamondcut,1,yes,yes,1,1,152,384,
gpt-4.1-mini,87,23386,DR_k3,diamondcut,1,yes,yes,1,1,153,316,
gpt-4.1-mini,85,22963,FE_k1,diamondcut,1,yes,yes,1,1,155,378,
gpt-4.1-mini,85,22963,DR_k2,diamondcut,1,yes,yes,1,1,152,360,
gpt-4.1-mini,87,23386,ED_k3,diamondcut,1,yes,yes,1,1,128,248,
gpt-4.1-mini,85,22963,ED_k1,diamondcut,1,yes,yes,1,1,149,336,
gpt-4.1-mini,85,22963,FE_k2,diamondcut,1,yes,yes,1,1,158,409,
gpt-4.1-mini,86,27728,DR_k3,diamondcut,1,yes,yes,1,1,153,325,
gpt-4.1-mini,88,10749,PROSE,diamondcut,1,yes,yes,1,1,145,248,
gpt-4.1-mini,88,10749,RAW,diamondcut,1,yes,yes,1,1,115,273,
gpt-4.1-mini,88,10749,ORACLE,diamondcut,1,yes,yes,1,1,161,289,
gpt-4.1-mini,86,27728,DR_k1,diamondcut,1,yes,yes,1,1,152,351,
gpt-4.1-mini,86,27728,ED_k1,diamondcut,1,yes,yes,1,1,149,354,
gpt-4.1-mini,86,27728,FE_k2,diamondcut,1,yes,yes,1,1,159,356,
gpt-4.1-mini,87,23386,DR_k2,diamondcut,1,yes,yes,1,1,145,280,
gpt-4.1-mini,87,23386,DR_k1,diamondcut,1,yes,yes,1,1,153,379,
gpt-4.1-mini,86,27728,FE_k1,diamondcut,1,yes,yes,1,1,157,476,
gpt-4.1-mini,86,27728,DR_k2,diamondcut,1,yes,yes,1,1,152,607,
gpt-4.1-mini,87,23386,ED_k1,diamondcut,1,yes,yes,1,1,149,320,
gpt-4.1-mini,87,23386,ED_k2,diamondcut,1,yes,yes,1,1,138,230,
gpt-4.1-mini,89,5131,ORACLE,diamondcut,1,no,no,1,1,159,249,
gpt-4.1-mini,89,5131,PROSE,diamondcut,1,no,no,1,1,143,199,
gpt-4.1-mini,89,5131,RAW,diamondcut,1,no,no,1,1,117,276,
gpt-4.1-mini,86,27728,ED_k2,diamondcut,1,yes,yes,1,1,139,418,
gpt-4.1-mini,87,23386,FE_k1,diamondcut,1,yes,yes,1,1,157,401,
gpt-4.1-mini,88,10749,DR_k3,diamondcut,1,yes,yes,1,1,162,317,
gpt-4.1-mini,88,10749,DR_k1,diamondcut,1,yes,yes,1,1,161,345,
gpt-4.1-mini,87,23386,FE_k2,diamondcut,1,yes,yes,1,1,159,408,
gpt-4.1-mini,88,10749,DR_k2,diamondcut,1,yes,yes,1,1,160,315,
gpt-4.1-mini,90,26425,PROSE,diamondcut,1,yes,yes,1,1,143,253,
gpt-4.1-mini,90,26425,RAW,diamondcut,1,yes,yes,1,1,110,245,
gpt-4.1-mini,90,26425,ORACLE,diamondcut,1,yes,yes,1,1,159,315,
gpt-4.1-mini,88,10749,ED_k2,diamondcut,1,yes,yes,1,1,151,305,
gpt-4.1-mini,90,26425,DR_k2,diamondcut,1,yes,yes,1,1,159,277,
gpt-4.1-mini,88,10749,ED_k1,diamondcut,1,yes,yes,1,1,157,331,
gpt-4.1-mini,86,27728,ED_k3,diamondcut,1,yes,yes,1,1,129,276,
gpt-4.1-mini,88,10749,ED_k3,diamondcut,1,yes,yes,1,1,141,292,
gpt-4.1-mini,88,10749,FE_k1,diamondcut,1,yes,yes,1,1,165,305,
gpt-4.1-mini,88,10749,FE_k2,diamondcut,1,yes,yes,1,1,167,276,
gpt-4.1-mini,89,5131,DR_k2,diamondcut,1,no,no,1,1,153,282,
gpt-4.1-mini,91,22472,PROSE,diamondcut,2,no,no,1,1,203,418,
gpt-4.1-mini,91,22472,RAW,diamondcut,2,no,no,1,1,165,340,
gpt-4.1-mini,91,22472,ORACLE,diamondcut,2,no,no,1,1,218,518,
gpt-4.1-mini,89,5131,DR_k3,diamondcut,1,no,no,1,1,160,305,
gpt-4.1-mini,89,5131,ED_k3,diamondcut,1,no,no,1,1,141,246,
gpt-4.1-mini,89,5131,DR_k1,diamondcut,1,no,no,1,1,160,239,
gpt-4.1-mini,89,5131,ED_k1,diamondcut,1,no,no,1,1,151,239,
gpt-4.1-mini,89,5131,ED_k2,diamondcut,1,no,no,1,1,149,299,
gpt-4.1-mini,89,5131,FE_k1,diamondcut,1,no,no,1,1,161,276,
gpt-4.1-mini,90,26425,ED_k3,diamondcut,1,yes,yes,1,1,136,262,
gpt-4.1-mini,89,5131,FE_k2,diamondcut,1,no,no,1,1,163,297,
gpt-4.1-mini,90,26425,DR_k1,diamondcut,1,yes,yes,1,1,159,319,
gpt-4.1-mini,92,23395,RAW,diamondcut,2,no,no,1,1,117,94,
gpt-4.1-mini,92,23395,PROSE,diamondcut,2,no,no,1,1,152,175,
gpt-4.1-mini,92,23395,ORACLE,diamondcut,2,no,no,1,1,167,334,
gpt-4.1-mini,92,23395,DR_k2,diamondcut,2,no,yes,0,1,167,365,
gpt-4.1-mini,90,26425,FE_k1,diamondcut,1,yes,yes,1,1,162,337,
gpt-4.1-mini,90,26425,ED_k2,diamondcut,1,yes,yes,1,1,146,351,
gpt-4.1-mini,90,26425,DR_k3,diamondcut,1,yes,yes,1,1,159,363,
gpt-4.1-mini,90,26425,ED_k1,diamondcut,1,yes,yes,1,1,156,396,
gpt-4.1-mini,90,26425,FE_k2,diamondcut,1,yes,yes,1,1,165,335,
gpt-4.1-mini,91,22472,DR_k1,diamondcut,2,no,no,1,1,218,561,
gpt-4.1-mini,93,29075,PROSE,diamondcut,2,yes,yes,1,1,160,161,
gpt-4.1-mini,93,29075,RAW,diamondcut,2,yes,yes,1,1,125,3,
gpt-4.1-mini,93,29075,ORACLE,diamondcut,2,yes,yes,1,1,175,435,
gpt-4.1-mini,91,22472,ED_k1,diamondcut,2,no,no,1,1,215,411,
gpt-4.1-mini,92,23395,ED_k1,diamondcut,2,no,no,1,1,157,201,
gpt-4.1-mini,91,22472,FE_k1,diamondcut,2,no,no,1,1,222,377,
gpt-4.1-mini,67,638,FE_k2,diamond,1,no,no,1,1,149,352,
gpt-4.1-mini,91,22472,DR_k2,diamondcut,2,no,,0,0,210,700,
gpt-4.1-mini,92,23395,ED_k3,diamondcut,2,no,no,1,1,142,198,
gpt-4.1-mini,91,22472,DR_k3,diamondcut,2,no,no,1,1,217,617,
gpt-4.1-mini,92,23395,ED_k2,diamondcut,2,no,no,1,1,154,247,
gpt-4.1-mini,91,22472,FE_k2,diamondcut,2,no,no,1,1,226,356,
gpt-4.1-mini,94,22043,RAW,diamondcut,2,no,no,1,1,116,3,
gpt-4.1-mini,94,22043,PROSE,diamondcut,2,no,no,1,1,149,195,
gpt-4.1-mini,94,22043,ORACLE,diamondcut,2,no,no,1,1,165,291,
gpt-4.1-mini,91,22472,ED_k2,diamondcut,2,no,no,1,1,204,700,
gpt-4.1-mini,94,22043,DR_k3,diamondcut,2,no,yes,0,1,165,226,
gpt-4.1-mini,91,22472,ED_k3,diamondcut,2,no,no,1,1,191,645,
gpt-4.1-mini,92,23395,DR_k1,diamondcut,2,no,no,1,1,167,465,
gpt-4.1-mini,92,23395,FE_k2,diamondcut,2,no,no,1,1,173,278,
gpt-4.1-mini,92,23395,DR_k3,diamondcut,2,no,yes,0,1,167,330,
gpt-4.1-mini,93,29075,ED_k3,diamondcut,2,yes,yes,1,1,151,180,
gpt-4.1-mini,92,23395,FE_k1,diamondcut,2,no,no,1,1,170,440,
gpt-4.1-mini,93,29075,ED_k2,diamondcut,2,yes,yes,1,1,161,249,
gpt-4.1-mini,93,29075,DR_k2,diamondcut,2,yes,no,0,1,169,248,
gpt-4.1-mini,93,29075,FE_k2,diamondcut,2,yes,yes,1,1,182,237,
gpt-4.1-mini,95,5098,ORACLE,diamondcut,2,no,no,1,1,153,259,
gpt-4.1-mini,95,5098,PROSE,diamondcut,2,no,no,1,1,137,136,
gpt-4.1-mini,95,5098,RAW,diamondcut,2,no,no,1,1,111,135,
gpt-4.1-mini,95,5098,DR_k3,diamondcut,2,no,yes,0,1,154,399,
gpt-4.1-mini,93,29075,FE_k1,diamondcut,2,yes,no,0,1,178,291,
gpt-4.1-mini,94,22043,DR_k1,diamondcut,2,no,yes,0,1,165,186,
gpt-4.1-mini,94,22043,ED_k2,diamondcut,2,no,no,1,1,152,163,
gpt-4.1-mini,93,29075,DR_k3,diamondcut,2,yes,yes,1,1,176,284,
gpt-4.1-mini,96,23399,PROSE,diamondcut,2,no,no,1,1,199,304,
gpt-4.1-mini,96,23399,RAW,diamondcut,2,no,no,1,1,164,421,
gpt-4.1-mini,96,23399,ORACLE,diamondcut,2,no,no,1,1,214,440,
gpt-4.1-mini,94,22043,DR_k2,diamondcut,2,no,yes,0,1,165,379,
gpt-4.1-mini,93,29075,DR_k1,diamondcut,2,yes,yes,1,1,176,442,
gpt-4.1-mini,93,29075,ED_k1,diamondcut,2,yes,yes,1,1,164,217,
gpt-4.1-mini,94,22043,ED_k3,diamondcut,2,no,no,1,1,142,161,
gpt-4.1-mini,94,22043,FE_k1,diamondcut,2,no,no,1,1,168,180,
gpt-4.1-mini,94,22043,ED_k1,diamondcut,2,no,no,1,1,162,286,
gpt-4.1-mini,95,5098,ED_k2,diamondcut,2,no,no,1,1,143,216,
gpt-4.1-mini,97,22036,PROSE,diamondcut,2,yes,yes,1,1,193,275,
gpt-4.1-mini,97,22036,RAW,diamondcut,2,yes,yes,1,1,160,342,
gpt-4.1-mini,97,22036,ORACLE,diamondcut,2,yes,yes,1,1,209,406,
gpt-4.1-mini,95,5098,ED_k3,diamondcut,2,no,yes,0,1,134,123,
gpt-4.1-mini,95,5098,ED_k1,diamondcut,2,no,no,1,1,145,191,
gpt-4.1-mini,95,5098,DR_k2,diamondcut,2,no,no,1,1,154,467,
gpt-4.1-mini,95,5098,FE_k2,diamondcut,2,no,no,1,1,157,295,
gpt-4.1-mini,94,22043,FE_k2,diamondcut,2,no,yes,0,1,171,603,
gpt-4.1-mini,95,5098,FE_k1,diamondcut,2,no,yes,0,1,155,476,
gpt-4.1-mini,96,23399,DR_k3,diamondcut,2,no,no,1,1,214,425,
gpt-4.1-mini,96,23399,ED_k2,diamondcut,2,no,no,1,1,199,437,
gpt-4.1-mini,98,29711,PROSE,diamondcut,3,no,no,1,1,144,212,
gpt-4.1-mini,98,29711,RAW,diamondcut,3,no,no,1,1,107,241,
gpt-4.1-mini,98,29711,ORACLE,diamondcut,3,no,no,1,1,159,191,
gpt-4.1-mini,96,23399,ED_k1,diamondcut,2,no,no,1,1,210,524,
gpt-4.1-mini,96,23399,FE_k1,diamondcut,2,no,no,1,1,217,463,
gpt-4.1-mini,96,23399,FE_k2,diamondcut,2,no,no,1,1,220,469,
gpt-4.1-mini,96,23399,DR_k2,diamondcut,2,no,no,1,1,213,544,
gpt-4.1-mini,95,5098,DR_k1,diamondcut,2,no,no,1,1,153,437,
gpt-4.1-mini,96,23399,DR_k1,diamondcut,2,no,no,1,1,214,676,
gpt-4.1-mini,96,23399,ED_k3,diamondcut,2,no,no,1,1,190,700,
gpt-4.1-mini,97,22036,DR_k1,diamondcut,2,yes,no,0,1,209,446,
gpt-4.1-mini,99,335,PROSE,diamondcut,3,no,yes,0,1,243,596,
gpt-4.1-mini,99,335,RAW,diamondcut,3,no,yes,0,1,217,513,
gpt-4.1-mini,99,335,ORACLE,diamondcut,3,no,yes,0,1,259,700,
gpt-4.1-mini,98,29711,ED_k1,diamondcut,3,no,no,1,1,156,230,
gpt-4.1-mini,98,29711,ED_k3,diamondcut,3,no,no,1,1,133,214,
gpt-4.1-mini,98,29711,ED_k2,diamondcut,3,no,no,1,1,145,185,
gpt-4.1-mini,98,29711,DR_k1,diamondcut,3,no,no,1,1,159,512,
gpt-4.1-mini,98,29711,FE_k1,diamondcut,3,no,no,1,1,163,239,
gpt-4.1-mini,97,22036,ED_k2,diamondcut,2,yes,no,0,1,196,470,
gpt-4.1-mini,98,29711,FE_k2,diamondcut,3,no,no,1,1,167,263,
gpt-4.1-mini,97,22036,FE_k1,diamondcut,2,yes,yes,1,1,212,424,
gpt-4.1-mini,100,30274,PROSE,diamondcut,3,yes,yes,1,1,136,214,
gpt-4.1-mini,100,30274,RAW,diamondcut,3,yes,yes,1,1,102,174,
gpt-4.1-mini,100,30274,ORACLE,diamondcut,3,yes,no,0,1,151,175,
gpt-4.1-mini,98,29711,DR_k3,diamondcut,3,no,no,1,1,159,624,
gpt-4.1-mini,97,22036,DR_k3,diamondcut,2,yes,yes,1,1,209,529,
gpt-4.1-mini,97,22036,FE_k2,diamondcut,2,yes,yes,1,1,215,505,
gpt-4.1-mini,98,29711,DR_k2,diamondcut,3,no,yes,0,1,159,700,
gpt-4.1-mini,97,22036,DR_k2,diamondcut,2,yes,yes,1,1,202,619,
gpt-4.1-mini,99,335,DR_k1,diamondcut,3,no,yes,0,1,260,641,
gpt-4.1-mini,100,30274,ED_k1,diamondcut,3,yes,no,0,1,148,199,
gpt-4.1-mini,99,335,DR_k2,diamondcut,3,no,yes,0,1,254,626,
gpt-4.1-mini,100,30274,DR_k2,diamondcut,3,yes,yes,1,1,143,245,
gpt-4.1-mini,97,22036,ED_k3,diamondcut,2,yes,yes,1,1,186,684,
gpt-4.1-mini,101,28151,ORACLE,diamondcut,3,yes,yes,1,1,247,563,
gpt-4.1-mini,101,28151,RAW,diamondcut,3,yes,yes,1,1,197,514,
gpt-4.1-mini,101,28151,DR_k1,diamondcut,3,yes,,0,0,248,700,
gpt-4.1-mini,101,28151,DR_k2,diamondcut,3,yes,yes,1,1,241,511,
gpt-4.1-mini,101,28151,PROSE,diamondcut,3,yes,yes,1,1,232,537,
gpt-4.1-mini,100,30274,ED_k3,diamondcut,3,yes,yes,1,1,127,173,
gpt-4.1-mini,97,22036,ED_k1,diamondcut,2,yes,no,0,1,199,700,
gpt-4.1-mini,99,335,ED_k3,diamondcut,3,no,yes,0,1,240,596,
gpt-4.1-mini,100,30274,ED_k2,diamondcut,3,yes,no,0,1,138,189,
gpt-4.1-mini,102,30854,PROSE,diamondcut,3,yes,yes,1,1,140,373,
gpt-4.1-mini,102,30854,RAW,diamondcut,3,yes,yes,1,1,105,204,
gpt-4.1-mini,102,30854,ORACLE,diamondcut,3,yes,yes,1,1,155,194,
gpt-4.1-mini,99,335,FE_k1,diamondcut,3,no,no,1,1,261,700,
gpt-4.1-mini,99,335,ED_k1,diamondcut,3,no,yes,0,1,251,700,
gpt-4.1-mini,99,335,DR_k3,diamondcut,3,no,no,1,1,260,700,
gpt-4.1-mini,99,335,FE_k2,diamondcut,3,no,,0,0,263,700,
gpt-4.1-mini,100,30274,DR_k1,diamondcut,3,yes,yes,1,1,151,498,
gpt-4.1-mini,99,335,ED_k2,diamondcut,3,no,yes,0,1,249,603,
gpt-4.1-mini,100,30274,FE_k1,diamondcut,3,yes,no,0,1,154,319,
gpt-4.1-mini,100,30274,FE_k2,diamondcut,3,yes,yes,1,1,157,397,
gpt-4.1-mini,103,9572,PROSE,diamondcut,3,yes,yes,1,1,152,218,
gpt-4.1-mini,103,9572,RAW,diamondcut,3,yes,yes,1,1,126,216,
gpt-4.1-mini,103,9572,ORACLE,diamondcut,3,yes,yes,1,1,168,567,
gpt-4.1-mini,103,9572,DR_k1,diamondcut,3,yes,yes,1,1,168,392,
gpt-4.1-mini,100,30274,DR_k3,diamondcut,3,yes,no,0,1,151,666,
gpt-4.1-mini,102,30854,FE_k1,diamondcut,3,yes,yes,1,1,158,192,
gpt-4.1-mini,101,28151,ED_k1,diamondcut,3,yes,yes,1,1,244,488,
gpt-4.1-mini,102,30854,ED_k3,diamondcut,3,yes,yes,1,1,130,206,
gpt-4.1-mini,102,30854,ED_k2,diamondcut,3,yes,yes,1,1,141,152,
gpt-4.1-mini,102,30854,ED_k1,diamondcut,3,yes,yes,1,1,152,270,
gpt-4.1-mini,101,28151,ED_k2,diamondcut,3,yes,yes,1,1,233,586,
gpt-4.1-mini,102,30854,DR_k1,diamondcut,3,yes,yes,1,1,156,444,
gpt-4.1-mini,104,10752,PROSE,diamondcut,3,no,no,1,1,246,525,
gpt-4.1-mini,104,10752,RAW,diamondcut,3,no,no,1,1,216,675,
gpt-4.1-mini,104,10752,ORACLE,diamondcut,3,no,yes,0,1,262,700,
gpt-4.1-mini,102,30854,FE_k2,diamondcut,3,yes,yes,1,1,162,269,
gpt-4.1-mini,101,28151,FE_k1,diamondcut,3,yes,yes,1,1,250,700,
gpt-4.1-mini,101,28151,DR_k3,diamondcut,3,yes,yes,1,1,248,700,
gpt-4.1-mini,101,28151,ED_k3,diamondcut,3,yes,no,0,1,223,700,
gpt-4.1-mini,102,30854,DR_k2,diamondcut,3,yes,yes,1,1,156,549,
gpt-4.1-mini,101,28151,FE_k2,diamondcut,3,yes,yes,1,1,253,700,
gpt-4.1-mini,103,9572,FE_k1,diamondcut,3,yes,yes,1,1,170,331,
gpt-4.1-mini,105,23656,PROSE,frontdoor,1,yes,yes,1,1,154,290,
gpt-4.1-mini,105,23656,RAW,frontdoor,1,yes,yes,1,1,118,216,
gpt-4.1-mini,105,23656,ORACLE,frontdoor,1,yes,yes,1,1,169,396,
gpt-4.1-mini,105,23656,DR_k1,frontdoor,1,yes,yes,1,1,170,339,
gpt-4.1-mini,103,9572,DR_k2,diamondcut,3,yes,yes,1,1,162,423,
gpt-4.1-mini,103,9572,ED_k1,diamondcut,3,yes,yes,1,1,166,414,
gpt-4.1-mini,103,9572,ED_k2,diamondcut,3,yes,no,0,1,158,364,
gpt-4.1-mini,102,30854,DR_k3,diamondcut,3,yes,yes,1,1,155,572,
gpt-4.1-mini,103,9572,FE_k2,diamondcut,3,yes,no,0,1,172,605,
gpt-4.1-mini,103,9572,DR_k3,diamondcut,3,yes,yes,1,1,169,481,
gpt-4.1-mini,103,9572,ED_k3,diamondcut,3,yes,yes,1,1,150,560,
gpt-4.1-mini,106,24056,PROSE,frontdoor,1,yes,yes,1,1,143,264,
gpt-4.1-mini,106,24056,RAW,frontdoor,1,yes,yes,1,1,110,232,
gpt-4.1-mini,106,24056,ORACLE,frontdoor,1,yes,yes,1,1,158,407,
gpt-4.1-mini,104,10752,DR_k2,diamondcut,3,no,no,1,1,261,590,
gpt-4.1-mini,104,10752,DR_k1,diamondcut,3,no,no,1,1,262,581,
gpt-4.1-mini,105,23656,DR_k2,frontdoor,1,yes,yes,1,1,169,245,
gpt-4.1-mini,104,10752,DR_k3,diamondcut,3,no,no,1,1,263,682,
gpt-4.1-mini,104,10752,ED_k3,diamondcut,3,no,no,1,1,241,639,
gpt-4.1-mini,104,10752,ED_k2,diamondcut,3,no,no,1,1,250,682,
gpt-4.1-mini,105,23656,ED_k1,frontdoor,1,yes,yes,1,1,166,258,
gpt-4.1-mini,104,10752,FE_k1,diamondcut,3,no,,0,0,266,700,
gpt-4.1-mini,107,21883,PROSE,frontdoor,1,no,no,1,1,143,332,
gpt-4.1-mini,107,21883,RAW,frontdoor,1,no,no,1,1,110,334,
gpt-4.1-mini,107,21883,ORACLE,frontdoor,1,no,no,1,1,159,499,
gpt-4.1-mini,107,21883,DR_k1,frontdoor,1,no,no,1,1,159,349,
gpt-4.1-mini,105,23656,ED_k2,frontdoor,1,yes,yes,1,1,155,258,
gpt-4.1-mini,104,10752,ED_k1,diamondcut,3,no,no,1,1,258,700,
gpt-4.1-mini,105,23656,ED_k3,frontdoor,1,yes,yes,1,1,144,365,
gpt-4.1-mini,104,10752,FE_k2,diamondcut,3,no,yes,0,1,266,700,
gpt-4.1-mini,105,23656,FE_k2,frontdoor,1,yes,yes,1,1,176,190,
gpt-4.1-mini,105,23656,FE_k1,frontdoor,1,yes,yes,1,1,172,311,
