item,story,mode,gold,n_nodes,has_data,used
557,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,False,0
558,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",REAL,no,4,False,1
559,"air pressure | physical health | temperature | wheather condition || AB,AC,AD,BD,CD",RANDOM,no,4,False,0
560,"education level | income level | job satisfaction | work-life balance || AC,AD,BC",RANDOM,no,4,True,0
561,"clwa | hvxd | szak || AB,AC",FAKE,no,3,False,0
562,"bkzf | fcun | mwcs | xmtp || AB,BC,BD",FAKE,no,4,False,0
563,"aghu | izlq | jvyl | xewl | ydlu || AB,AD,AE,BC,BD,CD,CE",FAKE,yes,5,True,0
564,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,no,4,True,0
565,"the amount of rainfall | the growth rate of plants | the yield of crops || AB,BC",REAL,no,3,False,1
566,"enck | mktt | oroo | tlxp || AB,AC,AD,BC",FAKE,yes,4,True,0
567,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",REAL,no,4,False,1
568,"air pressure | physical health | sales performance | traffic congestion || AC,AD,BC",RANDOM,no,4,False,0
569,"employee performance | job satisfaction | rainfull | talent | wheather condition || AB,AE,BC,BD,CD,CE,DE",RANDOM,yes,5,True,0
570,"adyg | bqct | kvwx | nbzs || AC,BC,CD",FAKE,no,4,False,0
571,"elmy | tnsn | xlbg || AC,BC",FAKE,no,3,False,0
572,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,True,0
573,"mrwi | qyhw | zthn || AB,AC,BC",FAKE,yes,3,True,0
574,"apearance | employee performance | mental health || AC,BC",RANDOM,no,3,False,0
575,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,False,1
576,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,False,0
577,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",REAL,no,3,False,1
578,"alzb | dtfn | enkc | hjzh || AC,AD,BC,BD",FAKE,no,4,True,0
579,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,True,1
580,"ajlk | bduo | mzbw | vlmn || AB,BC,BD,CD",FAKE,no,4,False,0
581,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,no,4,False,1
582,"hdqy | ivje | qmiv | uoeb || AB,AD,BD,CD",FAKE,no,4,False,0
583,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,no,5,False,0
584,"air pressure | education level | mental health | work-life balance || AB,AD,BD,CD",RANDOM,no,4,False,0
585,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",REAL,no,4,True,1
586,"bsaz | czvl | tava | vimz || AC,BC,CD",FAKE,no,4,False,0
587,"apearance | rainfull | temperature | traffic congestion || AB,AD,BC",RANDOM,no,4,True,0
588,"ftog | jazt | kdns || AB,BC",FAKE,no,3,True,0
589,"gavm | gewg | rrch | vate || AB,AC,AD,BC,BD",FAKE,yes,4,True,0
590,"overall health condition | physical fitness level | time spent exercising || AB,AC",REAL,no,3,False,1
591,"kbta | rebc | vtrq | ylaa || AB,AD,BC,BD,CD",FAKE,no,4,True,0
592,"bhrz | tltd | ypil || AB,BC",FAKE,no,3,True,0
593,"job satisfaction | sales performance | talent | traffic congestion || AB,BC,BD,CD",RANDOM,no,4,True,0
594,"air pressure | income level | job satisfaction || AC,BC",RANDOM,no,3,False,0
595,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,no,5,False,0
596,"humidity level | stress level | talent || AC,BC",RANDOM,no,3,False,0
597,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,False,0
598,"air pressure | blood pressure | education level | severity of respiratory illnesses || AC,AD,BC,BD,CD",RANDOM,yes,4,True,0
599,"abcp | bdan | xuoo || AB,BC",FAKE,no,3,False,0
600,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",REAL,no,4,False,1
601,"air pressure | physical health | temperature | wheather condition || AB,AC,AD,BD,CD",RANDOM,no,4,True,0
602,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,yes,4,True,1
603,"apearance | income level | market demand || AB,AC",RANDOM,yes,3,True,0
604,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,no,4,False,1
605,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",REAL,yes,4,True,1
606,"iykj | nptw | sgnl | tmex || AB,AD,BC,CD",FAKE,no,4,False,0
607,"dtdq | lkll | owxw | wmll || AB,AD,BC,CD",FAKE,no,4,False,0
608,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,yes,4,True,0
609,"job satisfaction | sales performance | talent | traffic congestion || AB,BC,BD,CD",RANDOM,no,4,True,0
610,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,False,0
611,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,no,4,False,1
612,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",REAL,no,3,False,1
613,"azip | hfro | smik | zycs || AB,BC,BD,CD",FAKE,no,4,True,0
614,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",REAL,no,4,False,1
615,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,no,5,False,0
616,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",REAL,no,5,False,1
617,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",REAL,no,4,True,1
618,"blood pressure | education level | government policies | rainfull | sales performance || AC,AE,BC,BD,CD,CE,DE",RANDOM,no,5,False,0
619,"income level | job satisfaction | level of education | overall happiness || AB,AC,BC,CD",REAL,yes,4,True,1
620,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",REAL,no,4,False,1
621,"blood pressure | education level | government policies | rainfull | sales performance || AC,AE,BC,BD,CD,CE,DE",RANDOM,no,5,False,0
622,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",REAL,yes,5,True,1
623,"frgy | qwss | tcfq || AB,AC,BC",FAKE,no,3,False,0
624,"fbge | twac | vdla | vijq || AB,AC,AD",FAKE,no,4,False,0
625,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,no,4,False,1
626,"apearance | education level | humidity level | temperature || AB,BC,CD",RANDOM,yes,4,True,0
627,"gikh | ijuv | iqkm | tfoh | tixo || AC,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
628,"fhbj | jlwb | ppvf | vsqg || AB,AC,AD,BC,BD",FAKE,no,4,True,0
629,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",REAL,yes,5,True,1
630,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,no,5,False,0
631,"gavm | gewg | rrch | vate || AB,AC,AD,BC,BD",FAKE,no,4,False,0
632,"air pressure | physical health | quality of teaching || AB,AC,BC",RANDOM,no,3,False,0
633,"ahlq | fekt | jzav | zpil || AB,AC,AD,BC,BD,CD",FAKE,no,4,False,0
634,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",REAL,no,4,True,1
635,"education level | humidity level | physical health | temperature || AB,BC,CD",RANDOM,yes,4,True,0
636,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",REAL,yes,4,True,1
637,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",REAL,no,3,False,1
638,"bsaz | czvl | tava | vimz || AC,BC,CD",FAKE,no,4,True,0
639,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,no,4,False,1
640,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,True,0
641,"bdnv | llwq | ohtx | ybho || AB,AD,BC",FAKE,yes,4,True,0
642,"education level | happiness level | income level | job performance || AB,AC,BD,CD",REAL,no,4,False,1
643,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,yes,5,True,0
644,"dhib | maiw | vean | zild || AB,AC,BC,CD",FAKE,no,4,True,0
645,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",REAL,no,4,False,1
646,"amount of rainfall | likelihood of flooding | water level in a river || AB,BC",REAL,yes,3,True,1
647,"air pressure | humidity level | sales performance | work-life balance || AC,AD,BC,CD",RANDOM,yes,4,True,0
648,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",REAL,yes,4,True,1
649,"ofyk | tkjv | vsne || AB,AC",FAKE,no,3,False,0
650,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",REAL,no,4,True,1
651,"eano | eomp | vwkf || AB,AC",FAKE,yes,3,True,0
652,"education level | income level | job satisfaction | quality of life || AC,AD,BC,BD,CD",REAL,no,4,False,1
653,"htlq | vldf | zzdz || AC,BC",FAKE,no,3,False,0
654,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,yes,5,True,0
655,"air pressure | physical health | quality of teaching || AB,AC,BC",RANDOM,no,3,True,0
656,"htwb | jcwu | qguu | resg || AD,BD,CD",FAKE,no,4,False,0
657,"nivi | ofmf | yeuc | yopl || AB,AD,BC,BD,CD",FAKE,yes,4,True,0
658,"apearance | education level | humidity level | temperature || AB,BC,CD",RANDOM,no,4,False,0
659,"bmbl | hwix | jpjg | lqdm || AC,AD,BC,BD,CD",FAKE,no,4,False,0
660,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,False,0
661,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,False,0
662,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",REAL,no,4,True,1
663,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,yes,5,True,0
664,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,no,5,False,1
665,"utwx | ynsj | yuif || AB,AC",FAKE,no,3,False,0
666,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,no,4,False,0
667,"apearance | market demand | talent || AB,AC,BC",RANDOM,yes,3,True,0
668,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,True,1
669,"amount of exercise | job satisfaction | quality of teaching | stress level | wheather condition || AB,AD,BC,BE,CD,CE,DE",RANDOM,yes,5,True,0
670,"humidity level | stress level | talent || AC,BC",RANDOM,no,3,False,0
671,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",REAL,no,3,True,1
672,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,True,1
673,"the amount of rainfall | the growth rate of crops | the water level in the river || AB,AC",REAL,no,3,False,1
674,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,yes,5,True,0
675,"employment status | happiness level | income | level of education || AB,AC,AD",REAL,no,4,False,1
676,"mrdz | mtwz | rewt || AB,AC,BC",FAKE,yes,3,True,0
677,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,no,4,False,1
678,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",REAL,no,4,False,1
679,"humidity | precipitation | temperature | weather conditions || AB,AC,BC,BD",REAL,no,4,False,1
680,"amount of exercise | overall health condition | physical fitness level || AB,AC",REAL,yes,3,True,1
681,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,no,4,False,0
682,"apearance | government policies | mental health | temperature || AD,BC,CD",RANDOM,no,4,False,0
683,"gqkb | rrej | uniw | vxat | zwyp || AB,AC,AD,BC,BD,BE,CD,DE",FAKE,no,5,False,0
684,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",REAL,no,3,True,1
685,"employee performance | job satisfaction | rainfull | talent | wheather condition || AB,AE,BC,BD,CD,CE,DE",RANDOM,no,5,True,0
686,"alzb | dtfn | enkc | hjzh || AC,AD,BC,BD",FAKE,no,4,False,0
687,"air pressure | humidity level | sales performance | work-life balance || AC,AD,BC,CD",RANDOM,yes,4,True,0
688,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",REAL,no,4,False,1
689,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,no,5,True,0
690,"ferk | rekt | tfmi || AC,BC",FAKE,no,3,False,0
691,"apearance | government policies | mental health | temperature || AD,BC,CD",RANDOM,yes,4,True,0
692,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
693,"amdi | qlhq | wvif || AB,AC",FAKE,yes,3,True,0
694,"amount of exercise | apearance | employee performance | market demand || AB,AD,BC,CD",RANDOM,no,4,False,0
695,"iykj | nptw | sgnl | tmex || AB,AD,BC,CD",FAKE,no,4,True,0
696,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,no,4,False,0
697,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,no,5,True,0
698,"air pressure | education level | mental health | work-life balance || AB,AD,BD,CD",RANDOM,yes,4,True,0
699,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",REAL,yes,4,True,1
700,"dhib | maiw | vean | zild || AB,AC,BC,CD",FAKE,no,4,True,0
701,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",REAL,no,4,False,1
702,"enck | mktt | oroo | tlxp || AB,AC,AD,BC",FAKE,no,4,False,0
703,"employee performance | income level | sales performance || AC,BC",RANDOM,no,3,False,0
704,"education level | humidity level | physical health | temperature || AB,BC,CD",RANDOM,no,4,False,0
705,"gavm | gewg | rrch | vate || AB,AC,AD,BC,BD",FAKE,no,4,True,0
706,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",REAL,no,3,False,1
707,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",REAL,no,4,False,1
708,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",REAL,no,4,False,1
709,"amount of exercise | market demand | sales performance | wheather condition || AB,AC,AD,BD,CD",RANDOM,no,4,False,0
710,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",REAL,no,5,False,1
711,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,no,5,True,0
712,"gdan | mwnd | vbdd || AB,AC,BC",FAKE,no,3,False,0
713,"gavm | gewg | rrch | vate || AB,AC,AD,BC,BD",FAKE,no,4,False,0
714,"education level | mental health | physical health | wheather condition || AB,AD,BC,BD,CD",RANDOM,yes,4,True,0
715,"amount of exercise | humidity level | quality of teaching | temperature || AB,AC,BC,BD",RANDOM,no,4,True,0
716,"cjna | molo | uqxi || AB,AC",FAKE,no,3,False,0
717,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,no,5,True,0
718,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,False,0
719,"bgty | qgbu | sywk || AB,BC",FAKE,yes,3,True,0
720,"education level | mental health | physical health | wheather condition || AB,AD,BC,BD,CD",RANDOM,no,4,True,0
721,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,no,5,False,0
722,"amount of exercise | education level | job satisfaction | wheather condition || AB,BC,BD",RANDOM,no,4,True,0
723,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",REAL,no,4,False,1
724,"fhbj | jlwb | ppvf | vsqg || AB,AC,AD,BC,BD",FAKE,no,4,True,0
725,"fhbj | jlwb | ppvf | vsqg || AB,AC,AD,BC,BD",FAKE,no,4,False,0
726,"amount of exercise | job satisfaction | quality of teaching | stress level | wheather condition || AB,AD,BC,BE,CD,CE,DE",RANDOM,no,5,True,0
727,"azip | hfro | smik | zycs || AB,BC,BD,CD",FAKE,no,4,False,0
728,"credit score | income level | loan approval status | savings amount || AB,AC,AD,BD,CD",REAL,no,4,False,1
729,"exam score | grade in the course | number of hours studied || AB,BC",REAL,no,3,True,1
730,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,no,4,False,0
731,"apearance | traffic congestion | wheather condition || AB,BC",RANDOM,no,3,True,0
732,"air pressure | rainfull | severity of respiratory illnesses | stress level || AC,BC,CD",RANDOM,yes,4,True,0
733,"blood pressure | education level | government policies | rainfull | sales performance || AC,AE,BC,BD,CD,CE,DE",RANDOM,no,5,False,0
734,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",REAL,yes,4,True,1
735,"environmental pollution | exposure to toxic chemicals | respiratory diseases || AC,BC",REAL,no,3,False,1
736,"avtx | etyb | gmjc | wmpz || AD,BD,CD",FAKE,yes,4,True,0
737,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
738,"alor | dzww | geer | tnkc || AD,BC,CD",FAKE,no,4,False,0
739,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,yes,5,True,0
740,"ezwx | uhxm | vqpf || AB,AC",FAKE,no,3,False,0
741,"crop yield | harvest quality | temperature | weather conditions || AC,AD,BC,BD,CD",REAL,no,4,False,1
742,"income level | stress level | talent || AB,AC",RANDOM,no,3,True,0
743,"apearance | rainfull | temperature | traffic congestion || AB,AD,BC",RANDOM,no,4,True,0
744,"blood pressure | market demand | temperature || AB,AC,BC",RANDOM,no,3,False,0
745,"amount of exercise | job satisfaction | quality of teaching | stress level | wheather condition || AB,AD,BC,BE,CD,CE,DE",RANDOM,yes,5,True,0
746,"job performance | level of education | salary level | years of work experience || AC,AD,BC,CD",REAL,yes,4,True,1
747,"jepz | rybe | trzg || AB,BC",FAKE,no,3,True,0
748,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,yes,5,True,1
749,"ahcp | etsq | fqyq | pcit || AB,AD,BD,CD",FAKE,no,4,False,0
750,"gdan | mwnd | vbdd || AB,AC,BC",FAKE,no,3,True,0
751,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",REAL,no,4,False,1
752,"gunr | lnco | pugj || AB,BC",FAKE,no,3,True,0
753,"amount of exercise | market demand | sales performance | wheather condition || AB,AC,AD,BD,CD",RANDOM,no,4,False,0
754,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",REAL,no,3,False,1
755,"apearance | government policies | traffic congestion | work-life balance || AB,AC,AD,BC,BD",RANDOM,no,4,True,0
756,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",REAL,no,4,False,1
757,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,yes,5,True,0
758,"the amount of rainfall | the growth rate of plants | the yield of crops || AB,BC",REAL,no,3,False,1
759,"education level | market demand | mental health | temperature || AB,AC,BC,BD",RANDOM,no,4,False,0
760,"amount of rainfall | crop yield | temperature | wind speed || AD,BD,CD",REAL,no,4,False,1
761,"gdan | mwnd | vbdd || AB,AC,BC",FAKE,yes,3,True,0
762,"axai | ldok | mjlh | pntb || AC,AD,BC,BD",FAKE,yes,4,True,0
763,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
764,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,yes,5,True,1
765,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,False,1
766,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,yes,5,True,0
767,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",REAL,no,4,True,1
768,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
769,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,no,4,False,1
770,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",REAL,no,5,False,1
771,"apearance | employee performance | mental health || AC,BC",RANDOM,no,3,True,0
772,"apearance | employee performance | mental health || AC,BC",RANDOM,yes,3,True,0
773,"employee performance | rainfull | talent || AB,BC",RANDOM,yes,3,True,0
774,"apearance | stress level | traffic congestion | wheather condition || AB,AC,AD,BC",RANDOM,no,4,False,0
775,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,yes,5,True,0
776,"bfgu | fskd | nbzx || AB,AC",FAKE,no,3,False,0
777,"ahlq | fekt | jzav | zpil || AB,AC,AD,BC,BD,CD",FAKE,no,4,False,0
778,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,False,1
779,"job satisfaction | severity of respiratory illnesses | temperature || AB,AC,BC",RANDOM,no,3,False,0
780,"amount of exercise | humidity level | stress level || AB,AC",RANDOM,no,3,False,0
781,"amount of exercise | overall health condition | physical fitness level || AB,AC",REAL,no,3,False,1
782,"job satisfaction | rainfull | stress level | traffic congestion || AB,AC,AD",RANDOM,no,4,False,0
783,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",REAL,no,4,False,1
784,"bkzf | fcun | mwcs | xmtp || AB,BC,BD",FAKE,no,4,True,0
785,"aghu | izlq | jvyl | xewl | ydlu || AB,AD,AE,BC,BD,CD,CE",FAKE,no,5,False,0
786,"education level | happiness level | income level | job performance || AB,AC,BD,CD",REAL,no,4,False,1
787,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,no,4,True,1
788,"air pressure | blood pressure | education level | severity of respiratory illnesses || AC,AD,BC,BD,CD",RANDOM,no,4,True,0
789,"job satisfaction | sales performance | talent | traffic congestion || AB,BC,BD,CD",RANDOM,no,4,True,0
790,"bgty | qgbu | sywk || AB,BC",FAKE,yes,3,True,0
791,"icux | mqrw | qeld | rztp || AC,AD,BC",FAKE,no,4,False,0
792,"employee performance | mental health | sales performance | traffic congestion || AB,AC,BC,BD,CD",RANDOM,no,4,True,0
793,"apearance | quality of teaching | work-life balance || AB,AC",RANDOM,no,3,False,0
794,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",REAL,no,4,False,1
795,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",REAL,no,4,False,1
796,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",REAL,no,4,False,1
797,"education level | income level | job satisfaction | work-life balance || AC,AD,BC",RANDOM,no,4,True,0
798,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",REAL,no,5,True,1
799,"ftog | jazt | kdns || AB,BC",FAKE,no,3,False,0
800,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",REAL,no,4,False,1
801,"axai | ldok | mjlh | pntb || AC,AD,BC,BD",FAKE,no,4,True,0
802,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
803,"apearance | education level | government policies | traffic congestion | wheather condition || AD,BD,CD,DE",RANDOM,yes,5,True,0
804,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,no,4,False,1
805,"bkzf | fcun | mwcs | xmtp || AB,BC,BD",FAKE,no,4,True,0
806,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",REAL,no,3,False,1
807,"air pressure | quality of teaching | sales performance | work-life balance || AB,AC,BD,CD",RANDOM,yes,4,True,0
808,"dhib | maiw | vean | zild || AB,AC,BC,CD",FAKE,no,4,True,0
809,"crop growth | harvest yield | temperature || AB,BC",REAL,no,3,True,1
810,"job performance | level of education | salary level | years of work experience || AC,AD,BC,CD",REAL,no,4,False,1
811,"environmental pollution | exposure to toxic chemicals | respiratory diseases || AC,BC",REAL,no,3,False,1
812,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,yes,4,True,0
813,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,no,4,True,0
814,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",REAL,no,3,True,1
815,"izlm | qysf | rtfv | zoqj || AB,AC,BC,BD,CD",FAKE,no,4,False,0
816,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,False,0
817,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,True,0
818,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,False,0
819,"air pressure | government policies | wheather condition || AC,BC",RANDOM,yes,3,True,0
820,"air pressure | amount of exercise | education level | income level || AC,AD,BC,CD",RANDOM,no,4,False,0
821,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",REAL,no,4,True,1
822,"avtx | etyb | gmjc | wmpz || AD,BD,CD",FAKE,no,4,False,0
823,"blood pressure | humidity level | severity of respiratory illnesses | wheather condition || AC,AD,BC",RANDOM,no,4,False,0
824,"blood pressure | stress level | temperature | work-life balance || AB,AC,BC,BD,CD",RANDOM,no,4,False,0
825,"grade in the class | number of hours spent studying | test score || AB,AC,BC",REAL,no,3,True,1
826,"amount of exercise | apearance | employee performance | market demand || AB,AD,BC,CD",RANDOM,yes,4,True,0
827,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,no,4,True,1
828,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,no,4,False,0
829,"market demand | severity of respiratory illnesses | talent | temperature || AB,AD,BC,BD,CD",RANDOM,no,4,False,0
830,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,False,0
831,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,yes,5,True,1
832,"income level | stress level | talent || AB,AC",RANDOM,no,3,False,0
833,"apearance | government policies | mental health | temperature || AD,BC,CD",RANDOM,no,4,True,0
834,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",REAL,no,4,False,1
835,"enck | mktt | oroo | tlxp || AB,AC,AD,BC",FAKE,no,4,False,0
836,"kttf | mnjp | yens || AC,BC",FAKE,no,3,True,0
837,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,False,0
