item,family,query_type,cond,arm,k,estimand_unchanged,touches_causal_path,strict_unchanged,unchanged_qt
127,confounding,correlation,DR_k2,DR,2,False,True,False,False
127,confounding,correlation,DR_k3,DR,3,False,True,False,False
127,confounding,correlation,ED_k1,ED,1,False,False,False,False
127,confounding,correlation,ED_k2,ED,2,False,True,False,False
127,confounding,correlation,ED_k3,ED,3,False,True,False,False
128,confounding,marginal,DR_k1,DR,1,False,True,False,False
128,confounding,marginal,DR_k2,DR,2,False,True,False,False
128,confounding,marginal,DR_k3,DR,3,False,True,False,False
128,confounding,marginal,ED_k1,ED,1,False,True,False,False
128,confounding,marginal,ED_k2,ED,2,False,True,False,False
128,confounding,marginal,ED_k3,ED,3,False,True,False,False
129,confounding,marginal,DR_k1,DR,1,False,True,False,False
129,confounding,marginal,DR_k2,DR,2,False,True,False,False
129,confounding,marginal,DR_k3,DR,3,False,True,False,False
129,confounding,marginal,ED_k1,ED,1,False,True,False,False
129,confounding,marginal,ED_k2,ED,2,False,False,False,False
129,confounding,marginal,ED_k3,ED,3,False,True,False,False
130,confounding,correlation,DR_k1,DR,1,False,True,False,False
130,confounding,correlation,DR_k2,DR,2,False,True,False,False
130,confounding,correlation,DR_k3,DR,3,False,True,False,False
130,confounding,correlation,ED_k1,ED,1,False,True,False,False
130,confounding,correlation,ED_k2,ED,2,False,True,False,False
130,confounding,correlation,ED_k3,ED,3,False,True,False,False
131,confounding,correlation,DR_k1,DR,1,False,True,False,False
131,confounding,correlation,DR_k2,DR,2,False,True,False,False
131,confounding,correlation,DR_k3,DR,3,False,True,False,False
131,confounding,correlation,ED_k1,ED,1,False,True,False,False
131,confounding,correlation,ED_k2,ED,2,False,True,False,False
131,confounding,correlation,ED_k3,ED,3,False,True,False,False
132,confounding,marginal,DR_k1,DR,1,False,True,False,False
132,confounding,marginal,DR_k2,DR,2,False,True,False,False
132,confounding,marginal,DR_k3,DR,3,False,True,False,False
132,confounding,marginal,ED_k1,ED,1,False,False,False,False
132,confounding,marginal,ED_k2,ED,2,False,True,False,False
132,confounding,marginal,ED_k3,ED,3,False,True,False,False
133,confounding,ate,DR_k1,DR,1,False,True,False,False
133,confounding,ate,DR_k2,DR,2,False,True,False,False
133,confounding,ate,DR_k3,DR,3,False,True,False,False
133,confounding,ate,ED_k1,ED,1,False,False,False,False
133,confounding,ate,ED_k2,ED,2,False,True,False,False
133,confounding,ate,ED_k3,ED,3,False,True,False,False
134,confounding,backadj,DR_k1,DR,1,False,True,False,False
134,confounding,backadj,DR_k2,DR,2,False,True,False,False
134,confounding,backadj,DR_k3,DR,3,False,True,False,False
134,confounding,backadj,ED_k1,ED,1,False,True,False,False
134,confounding,backadj,ED_k2,ED,2,False,False,False,False
134,confounding,backadj,ED_k3,ED,3,False,True,False,False
135,confounding,ate,DR_k1,DR,1,False,True,False,False
135,confounding,ate,DR_k2,DR,2,False,True,False,False
135,confounding,ate,DR_k3,DR,3,False,True,False,False
135,confounding,ate,ED_k1,ED,1,False,False,False,False
135,confounding,ate,ED_k2,ED,2,False,True,False,False
135,confounding,ate,ED_k3,ED,3,False,True,False,False
136,confounding,backadj,DR_k1,DR,1,False,True,False,False
136,confounding,backadj,DR_k2,DR,2,False,True,False,False
136,confounding,backadj,DR_k3,DR,3,False,True,False,False
136,confounding,backadj,ED_k1,ED,1,False,False,False,False
136,confounding,backadj,ED_k2,ED,2,False,False,False,False
136,confounding,backadj,ED_k3,ED,3,False,True,False,False
137,confounding,backadj,DR_k1,DR,1,False,True,False,False
137,confounding,backadj,DR_k2,DR,2,False,True,False,False
137,confounding,backadj,DR_k3,DR,3,False,True,False,False
137,confounding,backadj,ED_k1,ED,1,False,False,False,False
137,confounding,backadj,ED_k2,ED,2,False,True,False,False
137,confounding,backadj,ED_k3,ED,3,False,True,False,False
138,confounding,backadj,DR_k1,DR,1,False,True,False,False
138,confounding,backadj,DR_k2,DR,2,False,True,False,False
138,confounding,backadj,DR_k3,DR,3,False,True,False,False
138,confounding,backadj,ED_k1,ED,1,False,False,False,False
138,confounding,backadj,ED_k2,ED,2,False,True,False,False
138,confounding,backadj,ED_k3,ED,3,False,True,False,False
139,confounding,ate,DR_k1,DR,1,False,True,False,False
139,confounding,ate,DR_k2,DR,2,False,True,False,False
139,confounding,ate,DR_k3,DR,3,False,True,False,False
139,confounding,ate,ED_k1,ED,1,False,False,False,False
139,confounding,ate,ED_k2,ED,2,False,True,False,False
139,confounding,ate,ED_k3,ED,3,False,True,False,False
140,confounding,backadj,DR_k1,DR,1,False,True,False,False
140,confounding,backadj,DR_k2,DR,2,False,True,False,False
140,confounding,backadj,DR_k3,DR,3,False,True,False,False
140,confounding,backadj,ED_k1,ED,1,False,True,False,False
140,confounding,backadj,ED_k2,ED,2,False,True,False,False
140,confounding,backadj,ED_k3,ED,3,False,True,False,False
141,confounding,backadj,DR_k1,DR,1,False,True,False,False
141,confounding,backadj,DR_k2,DR,2,False,True,False,False
141,confounding,backadj,DR_k3,DR,3,False,True,False,False
141,confounding,backadj,ED_k1,ED,1,False,True,False,False
141,confounding,backadj,ED_k2,ED,2,False,True,False,False
141,confounding,backadj,ED_k3,ED,3,False,True,False,False
142,confounding,ate,DR_k1,DR,1,False,True,False,False
142,confounding,ate,DR_k2,DR,2,False,True,False,False
142,confounding,ate,DR_k3,DR,3,False,True,False,False
142,confounding,ate,ED_k1,ED,1,False,True,False,False
142,confounding,ate,ED_k2,ED,2,False,False,False,False
142,confounding,ate,ED_k3,ED,3,False,True,False,False
143,confounding,ate,DR_k1,DR,1,False,True,False,False
143,confounding,ate,DR_k2,DR,2,False,True,False,False
143,confounding,ate,DR_k3,DR,3,False,True,False,False
143,confounding,ate,ED_k1,ED,1,False,False,False,False
143,confounding,ate,ED_k2,ED,2,False,True,False,False
143,confounding,ate,ED_k3,ED,3,False,True,False,False
144,confounding,backadj,DR_k1,DR,1,False,True,False,False
144,confounding,backadj,DR_k2,DR,2,False,True,False,False
144,confounding,backadj,DR_k3,DR,3,False,True,False,False
144,confounding,backadj,ED_k1,ED,1,False,True,False,False
144,confounding,backadj,ED_k2,ED,2,False,True,False,False
144,confounding,backadj,ED_k3,ED,3,False,True,False,False
145,confounding,ate,DR_k1,DR,1,False,True,False,False
145,confounding,ate,DR_k2,DR,2,False,True,False,False
145,confounding,ate,DR_k3,DR,3,False,True,False,False
145,confounding,ate,ED_k1,ED,1,False,False,False,False
145,confounding,ate,ED_k2,ED,2,False,True,False,False
145,confounding,ate,ED_k3,ED,3,False,True,False,False
146,confounding,backadj,DR_k1,DR,1,False,True,False,False
146,confounding,backadj,DR_k2,DR,2,False,True,False,False
146,confounding,backadj,DR_k3,DR,3,False,True,False,False
146,confounding,backadj,ED_k1,ED,1,False,False,False,False
146,confounding,backadj,ED_k2,ED,2,False,False,False,False
146,confounding,backadj,ED_k3,ED,3,False,True,False,False
147,confounding,backadj,DR_k1,DR,1,False,True,False,False
147,confounding,backadj,DR_k2,DR,2,False,True,False,False
147,confounding,backadj,DR_k3,DR,3,False,True,False,False
147,confounding,backadj,ED_k1,ED,1,False,False,False,False
147,confounding,backadj,ED_k2,ED,2,False,False,False,False
147,confounding,backadj,ED_k3,ED,3,False,True,False,False
148,confounding,backadj,DR_k1,DR,1,False,True,False,False
148,confounding,backadj,DR_k2,DR,2,False,True,False,False
148,confounding,backadj,DR_k3,DR,3,False,True,False,False
148,confounding,backadj,ED_k1,ED,1,False,True,False,False
148,confounding,backadj,ED_k2,ED,2,False,True,False,False
148,confounding,backadj,ED_k3,ED,3,False,True,False,False
149,confounding,backadj,DR_k1,DR,1,False,True,False,False
149,confounding,backadj,DR_k2,DR,2,False,True,False,False
149,confounding,backadj,DR_k3,DR,3,False,True,False,False
149,confounding,backadj,ED_k1,ED,1,False,True,False,False
149,confounding,backadj,ED_k2,ED,2,False,True,False,False
149,confounding,backadj,ED_k3,ED,3,False,True,False,False
150,confounding,ate,DR_k1,DR,1,False,True,False,False
150,confounding,ate,DR_k2,DR,2,False,True,False,False
150,confounding,ate,DR_k3,DR,3,False,True,False,False
150,confounding,ate,ED_k1,ED,1,False,True,False,False
150,confounding,ate,ED_k2,ED,2,False,False,False,False
150,confounding,ate,ED_k3,ED,3,False,True,False,False
151,confounding,ate,DR_k1,DR,1,False,True,False,False
151,confounding,ate,DR_k2,DR,2,False,True,False,False
151,confounding,ate,DR_k3,DR,3,False,True,False,False
151,confounding,ate,ED_k1,ED,1,False,False,False,False
151,confounding,ate,ED_k2,ED,2,False,True,False,False
151,confounding,ate,ED_k3,ED,3,False,True,False,False
152,confounding,ett,DR_k1,DR,1,False,True,False,False
152,confounding,ett,DR_k2,DR,2,False,True,False,False
152,confounding,ett,DR_k3,DR,3,False,True,False,False
152,confounding,ett,ED_k1,ED,1,False,False,False,False
152,confounding,ett,ED_k2,ED,2,False,True,False,False
152,confounding,ett,ED_k3,ED,3,False,True,False,False
153,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
153,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
153,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
153,confounding,det-counterfactual,ED_k1,ED,1,False,False,False,False
153,confounding,det-counterfactual,ED_k2,ED,2,False,True,False,False
153,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
154,confounding,ett,DR_k1,DR,1,False,True,False,False
154,confounding,ett,DR_k2,DR,2,False,True,False,False
154,confounding,ett,DR_k3,DR,3,False,True,False,False
154,confounding,ett,ED_k1,ED,1,False,False,False,False
154,confounding,ett,ED_k2,ED,2,False,True,False,False
154,confounding,ett,ED_k3,ED,3,False,True,False,False
155,confounding,ett,DR_k1,DR,1,False,True,False,False
155,confounding,ett,DR_k2,DR,2,False,True,False,False
155,confounding,ett,DR_k3,DR,3,False,True,False,False
155,confounding,ett,ED_k1,ED,1,False,False,False,False
155,confounding,ett,ED_k2,ED,2,False,False,False,False
155,confounding,ett,ED_k3,ED,3,False,True,False,False
156,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
156,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
156,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
156,confounding,det-counterfactual,ED_k1,ED,1,False,False,False,False
156,confounding,det-counterfactual,ED_k2,ED,2,False,False,False,False
156,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
157,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
157,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
157,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
157,confounding,det-counterfactual,ED_k1,ED,1,False,True,False,False
157,confounding,det-counterfactual,ED_k2,ED,2,False,True,False,False
157,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
158,confounding,ett,DR_k1,DR,1,False,True,False,False
158,confounding,ett,DR_k2,DR,2,False,True,False,False
158,confounding,ett,DR_k3,DR,3,False,True,False,False
158,confounding,ett,ED_k1,ED,1,False,True,False,False
158,confounding,ett,ED_k2,ED,2,False,True,False,False
158,confounding,ett,ED_k3,ED,3,False,True,False,False
159,confounding,ett,DR_k1,DR,1,False,True,False,False
159,confounding,ett,DR_k2,DR,2,False,True,False,False
159,confounding,ett,DR_k3,DR,3,False,True,False,False
159,confounding,ett,ED_k1,ED,1,False,True,False,False
159,confounding,ett,ED_k2,ED,2,False,False,False,False
159,confounding,ett,ED_k3,ED,3,False,True,False,False
160,confounding,ett,DR_k1,DR,1,False,True,False,False
160,confounding,ett,DR_k2,DR,2,False,True,False,False
160,confounding,ett,DR_k3,DR,3,False,True,False,False
160,confounding,ett,ED_k1,ED,1,False,False,False,False
160,confounding,ett,ED_k2,ED,2,False,True,False,False
160,confounding,ett,ED_k3,ED,3,False,True,False,False
161,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
161,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
161,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
161,confounding,det-counterfactual,ED_k1,ED,1,False,False,False,False
161,confounding,det-counterfactual,ED_k2,ED,2,False,True,False,False
161,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
162,confounding,ett,DR_k1,DR,1,False,True,False,False
162,confounding,ett,DR_k2,DR,2,False,True,False,False
162,confounding,ett,DR_k3,DR,3,False,True,False,False
162,confounding,ett,ED_k1,ED,1,False,False,False,False
162,confounding,ett,ED_k2,ED,2,False,False,False,False
162,confounding,ett,ED_k3,ED,3,False,True,False,False
163,confounding,ett,DR_k1,DR,1,False,True,False,False
163,confounding,ett,DR_k2,DR,2,False,True,False,False
163,confounding,ett,DR_k3,DR,3,False,True,False,False
163,confounding,ett,ED_k1,ED,1,False,False,False,False
163,confounding,ett,ED_k2,ED,2,False,False,False,False
163,confounding,ett,ED_k3,ED,3,False,True,False,False
164,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
164,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
164,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
164,confounding,det-counterfactual,ED_k1,ED,1,False,False,False,False
164,confounding,det-counterfactual,ED_k2,ED,2,False,True,False,False
164,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
165,confounding,ett,DR_k1,DR,1,False,True,False,False
165,confounding,ett,DR_k2,DR,2,False,True,False,False
165,confounding,ett,DR_k3,DR,3,False,True,False,False
165,confounding,ett,ED_k1,ED,1,False,False,False,False
165,confounding,ett,ED_k2,ED,2,False,False,False,False
165,confounding,ett,ED_k3,ED,3,False,True,False,False
166,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
166,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
166,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
166,confounding,det-counterfactual,ED_k1,ED,1,False,False,False,False
166,confounding,det-counterfactual,ED_k2,ED,2,False,True,False,False
166,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
167,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
167,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
167,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
167,confounding,det-counterfactual,ED_k1,ED,1,False,False,False,False
167,confounding,det-counterfactual,ED_k2,ED,2,False,True,False,False
167,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
168,confounding,det-counterfactual,DR_k1,DR,1,False,True,False,False
168,confounding,det-counterfactual,DR_k2,DR,2,False,True,False,False
168,confounding,det-counterfactual,DR_k3,DR,3,False,True,False,False
168,confounding,det-counterfactual,ED_k1,ED,1,False,False,False,False
168,confounding,det-counterfactual,ED_k2,ED,2,False,True,False,False
168,confounding,det-counterfactual,ED_k3,ED,3,False,True,False,False
169,confounding,ett,DR_k1,DR,1,False,True,False,False
169,confounding,ett,DR_k2,DR,2,False,True,False,False
169,confounding,ett,DR_k3,DR,3,False,True,False,False
169,confounding,ett,ED_k1,ED,1,False,True,False,False
169,confounding,ett,ED_k2,ED,2,False,True,False,False
169,confounding,ett,ED_k3,ED,3,False,True,False,False
170,confounding,ett,DR_k1,DR,1,False,True,False,False
170,confounding,ett,DR_k2,DR,2,False,True,False,False
170,confounding,ett,DR_k3,DR,3,False,True,False,False
170,confounding,ett,ED_k1,ED,1,False,True,False,False
170,confounding,ett,ED_k2,ED,2,False,False,False,False
170,confounding,ett,ED_k3,ED,3,False,True,False,False
171,diamond,correlation,DR_k1,DR,1,True,True,False,True
171,diamond,correlation,DR_k2,DR,2,False,True,False,False
171,diamond,correlation,DR_k3,DR,3,False,True,False,False
171,diamond,correlation,ED_k1,ED,1,True,True,False,True
171,diamond,correlation,ED_k2,ED,2,False,True,False,False
171,diamond,correlation,ED_k3,ED,3,False,True,False,False
171,diamond,correlation,FE_k1,FE,1,True,True,False,True
171,diamond,correlation,FE_k2,FE,2,True,True,False,True
172,diamond,correlation,DR_k1,DR,1,False,True,False,False
172,diamond,correlation,DR_k2,DR,2,False,True,False,False
172,diamond,correlation,DR_k3,DR,3,False,True,False,False
172,diamond,correlation,ED_k1,ED,1,True,True,False,True
172,diamond,correlation,ED_k2,ED,2,False,True,False,False
172,diamond,correlation,ED_k3,ED,3,False,True,False,False
172,diamond,correlation,FE_k1,FE,1,True,True,False,True
172,diamond,correlation,FE_k2,FE,2,True,True,False,True
173,diamond,correlation,DR_k1,DR,1,True,True,False,True
173,diamond,correlation,DR_k2,DR,2,False,True,False,False
173,diamond,correlation,DR_k3,DR,3,False,True,False,False
173,diamond,correlation,ED_k1,ED,1,True,True,False,True
173,diamond,correlation,ED_k2,ED,2,False,True,False,False
173,diamond,correlation,ED_k3,ED,3,False,True,False,False
173,diamond,correlation,FE_k1,FE,1,True,True,False,True
173,diamond,correlation,FE_k2,FE,2,True,True,False,True
174,diamond,marginal,DR_k1,DR,1,False,True,False,False
174,diamond,marginal,DR_k2,DR,2,False,True,False,False
174,diamond,marginal,DR_k3,DR,3,False,True,False,False
174,diamond,marginal,ED_k1,ED,1,False,True,False,False
174,diamond,marginal,ED_k2,ED,2,False,True,False,False
174,diamond,marginal,ED_k3,ED,3,False,True,False,False
174,diamond,marginal,FE_k1,FE,1,True,True,False,True
174,diamond,marginal,FE_k2,FE,2,True,True,False,True
175,diamond,correlation,DR_k1,DR,1,False,True,False,False
175,diamond,correlation,DR_k2,DR,2,False,True,False,False
175,diamond,correlation,DR_k3,DR,3,False,True,False,False
175,diamond,correlation,ED_k1,ED,1,True,True,False,True
175,diamond,correlation,ED_k2,ED,2,False,True,False,False
175,diamond,correlation,ED_k3,ED,3,False,True,False,False
175,diamond,correlation,FE_k1,FE,1,True,True,False,True
175,diamond,correlation,FE_k2,FE,2,True,True,False,True
176,diamond,correlation,DR_k1,DR,1,False,True,False,False
176,diamond,correlation,DR_k2,DR,2,False,True,False,False
176,diamond,correlation,DR_k3,DR,3,False,True,False,False
176,diamond,correlation,ED_k1,ED,1,True,True,False,True
176,diamond,correlation,ED_k2,ED,2,False,True,False,False
176,diamond,correlation,ED_k3,ED,3,False,True,False,False
176,diamond,correlation,FE_k1,FE,1,True,True,False,True
176,diamond,correlation,FE_k2,FE,2,True,True,False,True
177,diamond,marginal,DR_k1,DR,1,False,True,False,False
177,diamond,marginal,DR_k2,DR,2,False,True,False,False
177,diamond,marginal,DR_k3,DR,3,False,True,False,False
177,diamond,marginal,ED_k1,ED,1,False,True,False,False
177,diamond,marginal,ED_k2,ED,2,False,True,False,False
177,diamond,marginal,ED_k3,ED,3,False,True,False,False
177,diamond,marginal,FE_k1,FE,1,True,True,False,True
177,diamond,marginal,FE_k2,FE,2,True,True,False,True
178,diamond,correlation,DR_k1,DR,1,False,True,False,False
178,diamond,correlation,DR_k2,DR,2,False,True,False,False
178,diamond,correlation,DR_k3,DR,3,False,True,False,False
178,diamond,correlation,ED_k1,ED,1,True,True,False,True
178,diamond,correlation,ED_k2,ED,2,False,True,False,False
178,diamond,correlation,ED_k3,ED,3,False,True,False,False
178,diamond,correlation,FE_k1,FE,1,True,True,False,True
178,diamond,correlation,FE_k2,FE,2,True,True,False,True
179,diamond,marginal,DR_k1,DR,1,False,True,False,False
179,diamond,marginal,DR_k2,DR,2,False,True,False,False
179,diamond,marginal,DR_k3,DR,3,False,True,False,False
179,diamond,marginal,ED_k1,ED,1,False,True,False,False
179,diamond,marginal,ED_k2,ED,2,False,True,False,False
179,diamond,marginal,ED_k3,ED,3,False,True,False,False
179,diamond,marginal,FE_k1,FE,1,True,True,False,True
179,diamond,marginal,FE_k2,FE,2,True,True,False,True
180,diamond,correlation,DR_k1,DR,1,False,True,False,False
180,diamond,correlation,DR_k2,DR,2,False,True,False,False
180,diamond,correlation,DR_k3,DR,3,False,True,False,False
180,diamond,correlation,ED_k1,ED,1,False,True,False,False
180,diamond,correlation,ED_k2,ED,2,False,True,False,False
180,diamond,correlation,ED_k3,ED,3,False,True,False,False
180,diamond,correlation,FE_k1,FE,1,True,True,False,True
180,diamond,correlation,FE_k2,FE,2,True,True,False,True
181,diamond,marginal,DR_k1,DR,1,False,True,False,False
181,diamond,marginal,DR_k2,DR,2,False,True,False,False
181,diamond,marginal,DR_k3,DR,3,False,True,False,False
181,diamond,marginal,ED_k1,ED,1,True,True,False,True
181,diamond,marginal,ED_k2,ED,2,False,True,False,False
181,diamond,marginal,ED_k3,ED,3,False,True,False,False
181,diamond,marginal,FE_k1,FE,1,True,True,False,True
181,diamond,marginal,FE_k2,FE,2,True,True,False,True
182,diamond,correlation,DR_k1,DR,1,False,True,False,False
182,diamond,correlation,DR_k2,DR,2,False,True,False,False
182,diamond,correlation,DR_k3,DR,3,False,True,False,False
182,diamond,correlation,ED_k1,ED,1,True,True,False,True
182,diamond,correlation,ED_k2,ED,2,False,True,False,False
182,diamond,correlation,ED_k3,ED,3,False,True,False,False
182,diamond,correlation,FE_k1,FE,1,True,True,False,True
182,diamond,correlation,FE_k2,FE,2,True,True,False,True
183,diamond,correlation,DR_k1,DR,1,False,True,False,False
183,diamond,correlation,DR_k2,DR,2,False,True,False,False
183,diamond,correlation,DR_k3,DR,3,False,True,False,False
183,diamond,correlation,ED_k1,ED,1,False,True,False,False
183,diamond,correlation,ED_k2,ED,2,False,True,False,False
183,diamond,correlation,ED_k3,ED,3,False,True,False,False
183,diamond,correlation,FE_k1,FE,1,True,True,False,True
183,diamond,correlation,FE_k2,FE,2,True,True,False,True
184,diamond,correlation,DR_k1,DR,1,True,True,False,True
184,diamond,correlation,DR_k2,DR,2,False,True,False,False
184,diamond,correlation,DR_k3,DR,3,False,True,False,False
184,diamond,correlation,ED_k1,ED,1,True,True,False,True
184,diamond,correlation,ED_k2,ED,2,False,True,False,False
184,diamond,correlation,ED_k3,ED,3,False,True,False,False
184,diamond,correlation,FE_k1,FE,1,True,True,False,True
184,diamond,correlation,FE_k2,FE,2,True,True,False,True
185,diamond,marginal,DR_k1,DR,1,True,True,False,True
185,diamond,marginal,DR_k2,DR,2,False,True,False,False
185,diamond,marginal,DR_k3,DR,3,False,True,False,False
185,diamond,marginal,ED_k1,ED,1,True,True,False,True
185,diamond,marginal,ED_k2,ED,2,False,True,False,False
185,diamond,marginal,ED_k3,ED,3,False,True,False,False
185,diamond,marginal,FE_k1,FE,1,True,True,False,True
185,diamond,marginal,FE_k2,FE,2,True,True,False,True
186,diamond,correlation,DR_k1,DR,1,True,True,False,True
186,diamond,correlation,DR_k2,DR,2,False,True,False,False
186,diamond,correlation,DR_k3,DR,3,False,True,False,False
186,diamond,correlation,ED_k1,ED,1,True,True,False,True
186,diamond,correlation,ED_k2,ED,2,False,True,False,False
186,diamond,correlation,ED_k3,ED,3,False,True,False,False
186,diamond,correlation,FE_k1,FE,1,True,True,False,True
186,diamond,correlation,FE_k2,FE,2,True,True,False,True
187,diamond,correlation,DR_k1,DR,1,False,True,False,False
187,diamond,correlation,DR_k2,DR,2,False,True,False,False
187,diamond,correlation,DR_k3,DR,3,False,True,False,False
187,diamond,correlation,ED_k1,ED,1,False,True,False,False
187,diamond,correlation,ED_k2,ED,2,False,True,False,False
187,diamond,correlation,ED_k3,ED,3,False,True,False,False
187,diamond,correlation,FE_k1,FE,1,True,True,False,True
187,diamond,correlation,FE_k2,FE,2,True,True,False,True
188,diamond,marginal,DR_k1,DR,1,False,True,False,False
188,diamond,marginal,DR_k2,DR,2,False,True,False,False
188,diamond,marginal,DR_k3,DR,3,False,True,False,False
188,diamond,marginal,ED_k1,ED,1,True,True,False,True
188,diamond,marginal,ED_k2,ED,2,False,True,False,False
188,diamond,marginal,ED_k3,ED,3,False,True,False,False
188,diamond,marginal,FE_k1,FE,1,True,True,False,True
188,diamond,marginal,FE_k2,FE,2,True,True,False,True
189,diamond,correlation,DR_k1,DR,1,True,True,False,True
189,diamond,correlation,DR_k2,DR,2,False,True,False,False
189,diamond,correlation,DR_k3,DR,3,False,True,False,False
189,diamond,correlation,ED_k1,ED,1,True,True,False,True
189,diamond,correlation,ED_k2,ED,2,False,True,False,False
189,diamond,correlation,ED_k3,ED,3,False,True,False,False
189,diamond,correlation,FE_k1,FE,1,True,True,False,True
189,diamond,correlation,FE_k2,FE,2,True,True,False,True
190,diamond,backadj,DR_k1,DR,1,False,True,False,False
190,diamond,backadj,DR_k2,DR,2,False,True,False,False
190,diamond,backadj,DR_k3,DR,3,False,True,False,False
190,diamond,backadj,ED_k1,ED,1,True,True,False,True
190,diamond,backadj,ED_k2,ED,2,False,True,False,False
190,diamond,backadj,ED_k3,ED,3,False,True,False,False
190,diamond,backadj,FE_k1,FE,1,True,True,False,True
190,diamond,backadj,FE_k2,FE,2,True,True,False,True
191,diamond,backadj,DR_k1,DR,1,False,True,False,False
191,diamond,backadj,DR_k2,DR,2,False,True,False,False
191,diamond,backadj,DR_k3,DR,3,False,True,False,False
191,diamond,backadj,ED_k1,ED,1,True,True,False,True
191,diamond,backadj,ED_k2,ED,2,False,True,False,False
191,diamond,backadj,ED_k3,ED,3,False,True,False,False
191,diamond,backadj,FE_k1,FE,1,True,True,False,True
191,diamond,backadj,FE_k2,FE,2,True,True,False,True
192,diamond,ate,DR_k1,DR,1,True,True,False,True
192,diamond,ate,DR_k2,DR,2,False,True,False,False
192,diamond,ate,DR_k3,DR,3,False,True,False,False
192,diamond,ate,ED_k1,ED,1,False,True,False,False
192,diamond,ate,ED_k2,ED,2,False,True,False,False
192,diamond,ate,ED_k3,ED,3,False,True,False,False
192,diamond,ate,FE_k1,FE,1,True,True,False,True
192,diamond,ate,FE_k2,FE,2,True,True,False,True
193,diamond,backadj,DR_k1,DR,1,True,True,False,True
193,diamond,backadj,DR_k2,DR,2,False,True,False,False
193,diamond,backadj,DR_k3,DR,3,False,True,False,False
193,diamond,backadj,ED_k1,ED,1,False,True,False,False
193,diamond,backadj,ED_k2,ED,2,False,True,False,False
193,diamond,backadj,ED_k3,ED,3,False,True,False,False
193,diamond,backadj,FE_k1,FE,1,True,True,False,True
193,diamond,backadj,FE_k2,FE,2,True,True,False,True
194,diamond,ate,DR_k1,DR,1,True,True,False,True
194,diamond,ate,DR_k2,DR,2,False,True,False,False
194,diamond,ate,DR_k3,DR,3,False,True,False,False
194,diamond,ate,ED_k1,ED,1,False,True,False,False
194,diamond,ate,ED_k2,ED,2,False,True,False,False
194,diamond,ate,ED_k3,ED,3,False,True,False,False
194,diamond,ate,FE_k1,FE,1,True,True,False,True
194,diamond,ate,FE_k2,FE,2,True,True,False,True
195,diamond,ate,DR_k1,DR,1,False,True,False,False
195,diamond,ate,DR_k2,DR,2,False,True,False,False
195,diamond,ate,DR_k3,DR,3,False,True,False,False
195,diamond,ate,ED_k1,ED,1,True,True,False,True
195,diamond,ate,ED_k2,ED,2,False,True,False,False
195,diamond,ate,ED_k3,ED,3,False,True,False,False
195,diamond,ate,FE_k1,FE,1,True,True,False,True
195,diamond,ate,FE_k2,FE,2,True,True,False,True
196,diamond,ate,DR_k1,DR,1,True,True,False,True
196,diamond,ate,DR_k2,DR,2,False,True,False,False
196,diamond,ate,DR_k3,DR,3,False,True,False,False
196,diamond,ate,ED_k1,ED,1,False,True,False,False
196,diamond,ate,ED_k2,ED,2,False,True,False,False
196,diamond,ate,ED_k3,ED,3,False,True,False,False
196,diamond,ate,FE_k1,FE,1,True,True,False,True
196,diamond,ate,FE_k2,FE,2,True,True,False,True
197,diamond,ate,DR_k1,DR,1,False,True,False,False
197,diamond,ate,DR_k2,DR,2,False,True,False,False
197,diamond,ate,DR_k3,DR,3,False,True,False,False
197,diamond,ate,ED_k1,ED,1,True,True,False,True
197,diamond,ate,ED_k2,ED,2,False,True,False,False
197,diamond,ate,ED_k3,ED,3,False,True,False,False
197,diamond,ate,FE_k1,FE,1,True,True,False,True
197,diamond,ate,FE_k2,FE,2,True,True,False,True
